id,image_code,filename,photo_g,photo_unit,photo_src,from_human,has_reading,evidence_is_label,ml_rule_applied,pkg_text,pkg_qty,pkg_unit,has_pkg_qty,mL_rule_pending,pkg_seen,raw_tick,raw_weight,corrected_weight,pub_unit,pub_rule,pull_item,harmonized_nsu_unit,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,v_hum,raw_hum,reading_source,h_glare_flag,h_notes,v_hir,v_son,v_swp,v_sc1,v_rsc,v_hai,g_hum,g_hir,g_son,g_swp,g_sc1,g_rsc,g_hai,type_son,type_hir,type_swp,type_sc1,type_rsc,type_hai,leg_son,leg_hir,leg_swp,leg_sc1,leg_rsc,leg_hai,pkg_son,pkg_hir,pkg_swp,pkg_sc1,pkg_rsc,pkg_hai,item_nsu_hetero_type
2930,1776653860483,1776653860483.jpg,60,mL,package label (mL),0,1,1,1,60mL,60,mL,1,0,1,Litres (L),60,60,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ANTIQUE,SEBASTE,Sebaste roadside,Glavior store,5U9ZVOZO,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,60mL,,,,conventional_nsu
2931,1776654288235,1776654288235.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),60,60,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ANTIQUE,SEBASTE,Sebaste roadside,7eleven,OJAGXL0F,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,,conventional_nsu
2932,1776652488011,1776652488011.jpg,45,mL,package label (mL),0,1,1,1,45mL,45,mL,1,0,1,Litres (L),45,45,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ANTIQUE,SEBASTE,Sebaste roadside,Herman consumer goods trading,TBJ49E7B,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,item_no_scale,not_visible,,,,,not_visible,45mL,,,,,,conventional_nsu
2938,1776736102918,1776736102918.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SEBASTE,"Brgy Idio, Sebaste",Tisoy Store,7X0QYUN5,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
2939,1776652850850,1776652850850.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SEBASTE,Sebaste roadside,Herman consumer goods trading,EUZC27IF,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,medium_size
2940,1776653551661,1776653551661.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SEBASTE,Sebaste roadside,Glavior store,GA3Y9516,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
2941,1776737704886,1776737704886.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SEBASTE,"Brgy Idio, Sebaste",Perucho Store,GJTGU4BJ,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
2942,1776651831841,1776651831841.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SEBASTE,Sebaste roadside,Triple h,VPPW3FGR,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
2944,1776651860825,1776651860825.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),750,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ANTIQUE,SEBASTE,Sebaste roadside,Triple h,S67G3BBV,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,,municipality_median
2945,1776652900773,1776652900773.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),750,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ANTIQUE,SEBASTE,Sebaste roadside,Herman consumer goods trading,TFGVU9YN,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,,municipality_median
2946,1776653581193,1776653581193.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),750,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ANTIQUE,SEBASTE,Sebaste roadside,Glavior store,W47BN3WH,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,750 mL,,,,municipality_median
2989,1776215310510,1776215310510.jpg,1095,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1095,1095,g,log10 median,camote,tumpok,ANTIQUE,SIBALOM,Sibalom public market,Alira vegetables stall,CN4Y79CW,,,,,,,,1.095,,,,,,,1095,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,conventional_nsu
2990,1776300455732,1776300455732.jpg,1820,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1020,1020,g,log10 median,camote,tumpok,ANTIQUE,SIBALOM,Sibalom talipapa,Kyle convenients store,ESRDNO72,,,,,,,,1.82,,,,,,,1820,,,,,,scale_with_item,,,,,,probable,,,,,,,,,,conventional_nsu
2991,1776214632608,1776214632608.jpg,1050,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1050,1050,g,log10 median,camote,tumpok,ANTIQUE,SIBALOM,Sibalom public market,Amirila vegetables stall,V9282TQY,,,,,,,,1.05,,,,,,,1050,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,conventional_nsu
3002,1779170377417,1779170377417.jpg,1280,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1280,1280,g,log10 median,chicken,bilog,ANTIQUE,SIBALOM,Sibalom roadside,Keith agri trading,4684ZH8W,,,,,,,,1.28,,,,,,,1280,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3003,1779169900568,1779169900568.jpg,1240,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1240,1240,g,log10 median,chicken,bilog,ANTIQUE,SIBALOM,Sibalom roadside,Winnie variety store,5FRNOTGQ,,,,,,,,1.24,,,,,,,1240,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3004,1779169921480,1779169921480.jpg,1425,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1425,1425,g,log10 median,chicken,bilog,ANTIQUE,SIBALOM,Sibalom roadside,Winnie variety store,5FRNOTGQ,,,,,,,,1.425,,,,,,,1425,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
3007,1776215520716,1776215520716.jpg,1575,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1575,1575,g,log10 median,chicken,bilog,ANTIQUE,SIBALOM,Sibalom public market,Renz frozen foods,A48EA0VX,,,,,,,,1.575,,,,,,,1575,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
3008,1776300544641,1776300544641.jpg,1265,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1265,1265,g,log10 median,chicken,bilog,ANTIQUE,SIBALOM,Sibalom talipapa,Kyle convenients store,CR5BBZIH,,,,,,,,1.265,,,,,,,1265,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
3033,1776227231095,1776227231095.jpg,90,g,package label (g),0,1,1,0,NET WT. 3.17 oz (90g),90,g,1,0,1,grams (g),90,90,g,log10 median,"crackers, cookies, buiscuits, chips/curls",putos,ANTIQUE,SIBALOM,Sibalom roadside,Mina store,0XBBUUIO,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT. 3.17 oz (90g),,,large_size
3037,1776217387334,1776217387334.jpg,90,g,package label (g),0,1,1,0,Net Wt. 90g,90,g,1,0,1,grams (g),90,90,g,log10 median,"crackers, cookies, buiscuits, chips/curls",putos,ANTIQUE,SIBALOM,Sibalom public market,Catmons sarisari store,30WTWFP0,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 90g,,,large_size
3046,1776231793361,1776231793361.jpg,90,g,package label (g),0,1,1,0,NET WT. 90g,90,g,1,0,1,grams (g),90,90,g,log10 median,"crackers, cookies, buiscuits, chips/curls",putos,ANTIQUE,SIBALOM,Sibalom roadside,Jomilyn store,WRCXWDZD,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT. 90g,,,large_size
3071,1779168892992,1779168892992.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),65,65,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ANTIQUE,SIBALOM,Sibalom roadside,SJLE store,91OZNH3C,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,,conventional_nsu
3072,1776301050273,1776301050273.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),65,65,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ANTIQUE,SIBALOM,Sibalom talipapa,Kyle convenients store,9U7MU7SY,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,,conventional_nsu
3073,1776302577882,1776302577882.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),80,80,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ANTIQUE,SIBALOM,Sibalom roadside,7eleven,IU9GXL6C,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,,conventional_nsu
3074,1776299812505,1776299812505.jpg,375,mL,package label (mL),0,1,1,1,375 ml,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom talipapa,Yena store,5C14GK6K,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 ml,,,medium_size
3075,1776231108395,1776231108395.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom roadside,Analyns convenient store,5K1QL3RN,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
3076,1776219278945,1776219278945.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom public market,Kent store,71HOTQLX,,,,,,,,,,,,,,,,,,,,,,other,,,,,,not_visible,,,,,,,,,medium_size
3077,1776218813867,1776218813867.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom public market,Jannet sari sari store,C3O5HJZ4,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
3078,1776300822376,1776300822376.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom talipapa,Kyle convenients store,HTT111TJ,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
3079,1776217500598,1776217500598.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom public market,Catmons sarisari store,J8V5TFHN,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
3080,1776301682695,1776301682695.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom talipapa,Osonero store,L1CN0JKG,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
3081,1776231834607,1776231834607.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom roadside,Jomilyn store,M8KW2V9N,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
3082,1776302259943,1776302259943.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,SIBALOM,Sibalom roadside,7eleven,OXIWDW99,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
3146,1776824863348,1776824863348.jpg,510,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.50999999,510,g,log10 median,cabbage,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Salvation Vegetable Stall,E9I8XT8O,,,,,,,,.51,,,,,,,510,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3147,1776824898275,1776824898275.jpg,380,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.72000003,720,g,log10 median,cabbage,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Salvation Vegetable Stall,E9I8XT8O,,,,,,,,.38,,,,,,,380,,,,,,scale_with_item,,,,,,probable,,,,,,,,,,medium_size
3148,1776825829644,1776825829644.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.60000002,600,g,log10 median,cabbage,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Cristina Vegetable Stall,I6XMH16L,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,medium_size
3149,1776825506889,1776825506889.jpg,500,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.5,500,g,log10 median,cabbage,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Ranz Vegetable Stall,NT34BIKQ,,,,,,,,.5,,,,,,,500,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3150,1776825532809,1776825532809.jpg,1670,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.67000002,670,g,log10 median,cabbage,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Ranz Vegetable Stall,NT34BIKQ,,,,,,,,1.67,,,,,,,1670,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3154,1776819973041,1776819973041.jpg,855,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.85500002,855,g,log10 median,cabbage,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Renz & Maise Vegetable Stall,U9WL1HSF,,,,,,,,.855,,,,,,,855,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3156,1776910295316,1776910295316.jpg,115,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.115,115,g,log10 median,camote tops,bugkos,ANTIQUE,TIBIAO,Tibiao Public Market,Arlene Fruit and Vegetable Stall,02UYU1XM,,,,,,,,.115,,,,,,,115,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,conventional_nsu
3157,1776825052293,1776825052293.jpg,285,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.22499999,225,g,log10 median,camote tops,bugkos,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Salvation Vegetable Stall,EZ8RRG7Y,,,,,,,,.285,,,,,,,285,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,conventional_nsu
3158,1776825933886,1776825933886.jpg,140,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.14,140,g,log10 median,camote tops,bugkos,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Cristina Vegetable Stall,LT4IXPYW,,,,,,,,.14,,,,,,,140,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,conventional_nsu
3159,1776910649737,1776910649737.jpg,145,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.145,145,g,log10 median,camote tops,bugkos,ANTIQUE,TIBIAO,Tibiao Public Market,Elisa Vegetable Stall,WGGD6TMN,,,,,,,,.145,,,,,,,145,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,conventional_nsu
3160,1776825440952,1776825440952.jpg,270,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.27000001,270,g,log10 median,camote tops,bugkos,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Ranz Vegetable Stall,YB0Z3YP8,,,,,,,,.27,,,,,,,270,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,conventional_nsu
3161,1776909770980,1776909770980.jpg,180,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.14,140,g,log10 median,camote tops,bugkos,ANTIQUE,TIBIAO,Tibiao Public Market,Febie Vegetable Stand,Z4FL9OCK,,,,,,,,.18,,,,,,,180,,,,,,scale_with_item,,,,,,probable,,,,,,,,,,conventional_nsu
3162,1776825980880,1776825980880.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.185,185,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Cristina Vegetable Stall,0XMLZUNS,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,medium_size
3163,1776827067355,1776827067355.jpg,65,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.064999998,65,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Roadside,Rheli Vegetable Stand,9HQBIEBR,,,,,,,,.065,,,,,,,65,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3164,1776827091594,1776827091594.jpg,280,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.22,220,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Roadside,Rheli Vegetable Stand,9HQBIEBR,,,,,,,,.28,,,,,,,280,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3165,1776825104032,1776825104032.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.085000001,85,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Salvation Vegetable Stall,AWLT5T0D,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,ambiguous,,,,,,,,,,small_size
3166,1776825123299,1776825123299.jpg,186,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.185,185,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Salvation Vegetable Stall,AWLT5T0D,,,,,,,,.186,,,,,,,186,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3167,1776910350679,1776910350679.jpg,60,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.059999999,60,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,Tibiao Public Market,Arlene Fruit and Vegetable Stall,BWS50SY1,,,,,,,,.06,,,,,,,60,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3168,1776820096158,1776820096158.jpg,85,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.085000001,85,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,Tibiao Public Market,Renz & Maise Vegetable Stall,GB8B0SS6,,,,,,,,.085,,,,,,,85,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3169,1776825373179,1776825373179.jpg,85,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.085000001,85,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Ranz Vegetable Stall,R6AAK47G,,,,,,,,.085,,,,,,,85,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3170,1776910077950,1776910077950.jpg,80,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.079999998,80,g,log10 median,camote,bilog,ANTIQUE,TIBIAO,Tibiao Public Market,Febie Vegetable Stand,X9LPOKHU,,,,,,,,.08,,,,,,,80,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3171,1776820034653,1776820034653.jpg,310,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.31,310,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Renz & Maise Vegetable Stall,143PHA33,,,,,,,,.31,,,,,,,310,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3172,1776825890563,1776825890563.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.19,190,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Cristina Vegetable Stall,2II2GRB1,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,medium_size
3173,1776819652322,1776819652322.jpg,235,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.235,235,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Jovita Vegetable Stall,7JIXSXGE,,,,,,,,.235,,,,,,,235,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3174,1776821582466,1776821582466.jpg,140,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.14,140,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Vic Vic Variety Store,8DKZM7PS,,,,,,,,.14,,,,,,,140,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
3175,1776821596287,1776821596287.jpg,315,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.315,315,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Vic Vic Variety Store,8DKZM7PS,,,,,,,,.315,,,,,,,315,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3176,1776821613484,1776821613484.jpg,405,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.405,405,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Vic Vic Variety Store,8DKZM7PS,,,,,,,,.405,,,,,,,405,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
3177,1776827254483,1776827254483.jpg,180,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.13,130,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Roadside,Rheli Vegetable Stand,ACKPFLW6,,,,,,,,.18,,,,,,,180,,,,,,scale_with_item,,,,,,probable,,,,,,,,,,small_size
3178,1776827298452,1776827298452.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.19,190,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Roadside,Rheli Vegetable Stand,ACKPFLW6,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,medium_size
3179,1776824958906,1776824958906.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.14,140,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Salvation Vegetable Stall,B4LDQB67,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,medium_size
3180,1776825605267,1776825605267.jpg,105,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.105,105,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Talipapa,Ranz Vegetable Stall,K4YBJZAP,,,,,,,,.105,,,,,,,105,,,,,,scale_with_item,,,,,,probable,,,,,,,,,,small_size
3181,1776829224723,1776829224723.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.23,230,g,log10 median,carrot,pieces or units,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Roadside,Lim Lab Store,P05S1RQN,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,medium_size
3182,1776911604639,1776911604639.jpg,510,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.50999999,510,g,log10 median,chicken,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Jaype Frozen Products,DACH22L4,,,,,,,,.51,,,,,,,510,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3183,1776911326061,1776911326061.jpg,585,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.58499998,585,g,log10 median,chicken,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,MJD Frozen Food,IM26XXJK,,,,,,,,.585,,,,,,,585,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3184,1776910979078,1776910979078.jpg,910,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.91000003,910,g,log10 median,chicken,whole (chicken),ANTIQUE,TIBIAO,Tibiao Public Market,MJD Frozen Food,VE1DK0WZ,,,,,,,,.91,,,,,,,910,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3185,1776911545636,1776911545636.jpg,845,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.84500003,845,g,log10 median,chicken,whole (chicken),ANTIQUE,TIBIAO,Tibiao Public Market,Jaype Frozen Products,YQE2ANY3,,,,,,,,.845,,,,,,,845,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
3198,1776823200987,1776823200987.jpg,95,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.094999999,95,g,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,MED VALUE PHARMACY,B1WDZ8CU,,,,,,,,.095,,,,,,,95,,,,,,scale_with_item,,,,,,probable,,,,,,,,,,small_size
3202,1776828577001,1776828577001.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,grams (g),375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,TIBIAO,San Francisco Sur Tibiao Roadside,Lim Lab Store,4ZXSVA6C,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,,medium_size
3203,1776820508925,1776820508925.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,grams (g),375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ANTIQUE,TIBIAO,Tibiao Public Market,CPD Variety Store,6DYMN1UU,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,,medium_size
