id,image_code,rule_verdict,photo_g,photo_unit,photo_src,from_human,corrected_weight,ratio,offby,raw_tick,raw_weight,pub_unit,pub_rule,dimension_unexpressed,mL_rule_pending,pull_item,harmonized_nsu_unit,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,filename,has_reading,pkg_seen,v_hum,raw_hum,reading_source,h_glare_flag,h_notes,v_hir,v_son,v_swp,v_rsc,v_hai,g_hum,g_hir,g_son,g_swp,g_rsc,g_hai,type_son,type_hir,type_swp,type_rsc,type_hai,leg_son,leg_hir,leg_swp,leg_rsc,leg_hai,pkg_son,pkg_hir,pkg_swp,pkg_rsc,pkg_hai,item_nsu_hetero_type,no_published,band,hband
2651,1776304433627,confirm,55,g,sonnet sweep,0,55,1,1,grams (g),.055,g,log10 median,0,0,carrot,pieces or units,ANTIQUE,PATNONGON,Carit-an Patnungon Roadside,Luisa Store,NP126BM5,1776304433627.jpg,1,0,,,,,,,,.055,,,,,,55,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
2456,1776999947058,confirm,170,g,sonnet sweep,0,170,1,1,grams (g),.17,g,log10 median,0,0,carrot,pieces or units,ANTIQUE,LIBERTAD,Zaldivar St.Libertad Roadside,Isabel Piodo Store,QN1P8PIR,1776999947058.jpg,1,0,,,,,,,,.17,,,,,,170,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
9512,1773725735542,confirm,205,g,sonnet sweep,0,205,1,1,grams (g),.205,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,SAN RAFAEL,San Rafael Public Market,Hyacinth Store,62VVTU0S,1773725735542.jpg,1,0,,,,,,,,.205,,,,,,205,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
2424,1779255185060,confirm,205,g,sonnet sweep,0,205,1,1,grams (g),.205,g,log10 median,0,0,mango,pieces or units,ANTIQUE,LAUA-AN,Poblacion Laua-an Talipapa,Esperanza Vegetable Stand,05ZJMS56,1779255185060.jpg,1,0,,,,,,,,.205,,,,,,205,,,,,scale_with_item,,,,,probable,,,,,,,,medium_size,0,,
2624,1776215419663,confirm,200,g,sonnet sweep,0,200,1,1,grams (g),.2,g,log10 median,0,0,camote,bilog,ANTIQUE,PATNONGON,Patnungon Public Market,Minda Vegetable Stand,1YIBFBN6,1776215419663.jpg,1,0,,,,,,,,.2,,,,,,200,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
6247,1773713429171,confirm,260,g,sonnet sweep,0,260,1,1,grams (g),.25999999,g,log10 median,0,0,pork,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Claveria Meat Stand,Y43PX87R,1773713429171.jpg,1,0,,,,,,,,.26,,,,,,260,,,,,scale_with_item,,,,,clear,,,,,,,,province_median,0,,
6984,1778032299820,confirm,560,g,sonnet sweep,0,560,1,1,grams (g),.5600000000000001,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,DUMANGAS,Roadside,R Yiels Store,NI180S80,1778032299820.jpg,1,0,,,,,,,,.5600000000000001,,,,,,560,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
6217,1773727834863,confirm,700,g,sonnet sweep,0,700,1,1,grams (g),.69999999,g,log10 median,0,0,loaf bread,large packs,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,ZRN88C33,1773727834863.jpg,1,0,,,,,,,,.7,,,,,,700,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
6125,1773709435593,confirm,155,g,sonnet sweep,0,155,1,1,grams (g),.155,g,log10 median,0,0,camote tops,bugkos,ILOILO,CABATUAN,San Miguel Public Market,Barrios Stall,3N17TB6E,1773709435593.jpg,1,0,,,,,,,,.155,,,,,,155,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
6155,1773727630807,confirm,100,g,sonnet sweep,0,100,1,1,grams (g),.1,g,log10 median,0,0,carrot,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,7JD4NQEP,1773727630807.jpg,1,0,,,,,,,,.1,,,,,,100,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
677,1777864743716,confirm,155,g,sonnet sweep,0,155,1,1,grams (g),.155,g,log10 median,0,0,mango,pieces or units,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Andrei Store,VDMONEJU,1777864743716.jpg,1,0,,,,,,,,.155,,,,,,155,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
5694,1774574791282,confirm,85,g,sonnet sweep,0,85,1,1,grams (g),.085000001,g,log10 median,0,0,carrot,pieces or units,ILOILO,BAROTAC NUEVO,Nuevo public market,Boyboy,ZE2T92GM,1774574791282.jpg,1,0,,,,,,,,.085,,,,,,85,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
5368,1774578892575,confirm,485,g,sonnet sweep,0,485,1,1,grams (g),.48500001,g,block governs,0,0,fresh fish,pack,ILOILO,ANILAO,anilao Public Market,Marlyn Fish Stand,JV9PNB1B,1774578892575.jpg,1,0,,,,,,,,.485,,,,,,485,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
3183,1776911326061,confirm,585,g,sonnet sweep,0,585,1,1,grams (g),.58499998,g,log10 median,0,0,chicken,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,MJD Frozen Food,IM26XXJK,1776911326061.jpg,1,0,,,,,,,,.585,,,,,,585,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
6108,1773708063594,confirm,320,g,sonnet sweep,0,320,1,1,grams (g),.31999999,g,log10 median,0,0,cabbage,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Sherwin Collantes,QQY7OXB0,1773708063594.jpg,1,0,,,,,,,,.32,,,,,,320,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
684,1777867038368,confirm,305,g,sonnet sweep,0,305,1,1,grams (g),.30500001,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,AKLAN,LIBACAO,Sitio Cabanbana Julita Libacao Roadside,Papa Jums Store,9QAC279H,1777867038368.jpg,1,0,,,,,,,,.305,,,,,,305,,,,,scale_with_item,,,,,clear,,,,,,,,municipality_median,0,,
1701,1776648984264,confirm,550,g,sonnet sweep,0,550,1,1,grams (g),.55000001,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,BELISON,Belison Public Market,Joanna Spices and Vegetables store,S82ILA02,1776648984264.jpg,1,0,,,,,,,,.55,,,,,,550,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
5183,1775866994637,confirm,400,g,sonnet sweep,0,400,1,1,grams (g),.40000001,g,log10 median,0,0,chicken,pieces or units,ILOILO,ALIMODIAN,Alimodian public market,Algallar dressed chicken and frozen products,S8IGRMKW,1775866994637.jpg,1,0,,,,,,,,.4,,,,,,400,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
9867,1773883596330,confirm,430,g,sonnet sweep,0,430,1,1,grams (g),.43000001,g,log10 median,0,0,"prawns, lobster, shrimp",tumpok,ILOILO,SARA,Sara wet market,Edsel Isdaan,Z8P875IX,1773883596330.jpg,1,0,,,,,,,,.43,,,,,,430,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
9575,1773880017223,confirm,90,g,sonnet sweep,0,90,1,1,grams (g),.090000004,g,log10 median,0,0,carrot,pieces or units,ILOILO,SANTA BARBARA,Sta.Barbara. Public Market,Romeldas Vegetable Stand,8102I9OJ,1773880017223.jpg,1,0,,,,,,,,.09,,,,,,90,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9677,1773897262269,confirm,480,g,sonnet sweep,0,480,1,1,grams (g),.47999999,g,log10 median,0,0,loaf bread,medium packs,ILOILO,SANTA BARBARA,Sta.Barbara Public Market,Ramon Rice Store,BP9EPIIR,1773897262269.jpg,1,0,,,,,,,,.48,,,,,,480,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
4649,1776301772108,confirm,255,g,sonnet sweep,0,255,1,1,grams (g),.255,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,CAPIZ,PILAR,PilarbPublic Market,Delmoro Frozen Foods,OG4EZSLJ,1776301772108.jpg,1,0,,,,,,,,.255,,,,,,255,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
2041,1776822109517,confirm,1090,g,sonnet sweep,0,1090,1,1,Kilograms (Kgs),1090,g,log10 median,0,0,chicken,whole (chicken),ANTIQUE,CULASI,Culasi public market,Zwing lifrozen foods,JOPY4UMZ,1776822109517.jpg,1,0,,,,,,,,1.09,,,,,,1090,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
10764,1777422306223,confirm,375,g,sonnet sweep,0,375,1,1,grams (g),.375,g,log10 median,0,0,camote tops,bundle,NEGROS OCCIDENTAL,ILOG,Ilog Public Market,May Ann Store,MVRI4P3B,1777422306223.jpg,1,0,,,,,,,,.375,,,,,,375,,,,,scale_with_item,,,,,clear,,,,,,,,province_median,0,,
11492,1776990445594,confirm,245,g,sonnet sweep,0,245,1,1,grams (g),.245,g,log10 median,0,0,"prawns, lobster, shrimp",tumpok,NEGROS OCCIDENTAL,VALLADOLID,Valladolid Public Market,Amir Fish Stand,RAY0Q0P2,1776990445594.jpg,1,0,,,,,,,,.245,,,,,,245,,,,,scale_with_item,,,,,probable,,,,,,,,municipality_median,0,,
8453,1775785791442,confirm,960,g,sonnet sweep,0,960,1,1,grams (g),.95999998,g,log10 median,0,0,chicken,whole (chicken),ILOILO,NEW LUCENA,Cabugao New Lucena Talipapa,Julia Store,IFZ0A5FE,1775785791442.jpg,1,0,,,,,,,,.96,,,,,,960,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
2455,1777083932017,confirm,190,g,sonnet sweep,0,190,1,1,grams (g),.19,g,log10 median,0,0,carrot,pieces or units,ANTIQUE,LIBERTAD,Zaldivar St.Libertad Roadside,Cahilig Store,NN8SGME2,1777083932017.jpg,1,0,,,,,,,,.19,,,,,,190,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
9852,1773972482502,confirm,670,g,sonnet sweep,0,670,1,1,grams (g),.67000002,g,log10 median,0,0,loaf bread,small packs,ILOILO,SARA,Roadside store,Bok onyo Store,KKN1L3SX,1773972482502.jpg,1,0,,,,,,,,.67,,,,,,670,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
6197,1773712186913,confirm,590,g,sonnet sweep,0,590,1,1,grams (g),.58999997,g,log10 median,0,0,fresh fish,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Caspe Fish Stand,1SPWI4UL,1773712186913.jpg,1,0,,,,,,,,.59,,,,,,590,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
7565,1774491491872,confirm,195,g,sonnet sweep,0,195,1,1,grams (g),.19499999,g,log10 median,0,0,cabbage,pieces or units,ILOILO,LAMBUNAO,Cubay Talipapa,Juliano Vegetable Stand,4LMQI30L,1774491491872.jpg,1,0,,,,,,,,.195,,,,,,195,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9428,1773727761275,confirm,200,g,sonnet sweep,0,200,1,1,grams (g),.2,g,log10 median,0,0,camote tops,bugkos,ILOILO,SAN RAFAEL,San Rafael Public Market,Annabelle Store,HFPWGY7H,1773727761275.jpg,1,0,,,,,,,,.2,,,,,,200,,,,,scale_with_item,,,,,probable,,,,,,,,small_size,0,,
5359,1774578259278,confirm,365,g,sonnet sweep,0,365,1,1,grams (g),.36500001,g,log10 median,0,0,fresh fish,pieces or units,ILOILO,ANILAO,Anilao Public Market,Segura Fish Stall,GJ15B08Q,1774578259278.jpg,1,0,,,,,,,,.365,,,,,,365,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
672,1777687428337,confirm,215,g,sonnet sweep,0,215,1,1,grams (g),.215,g,log10 median,0,0,mango,pieces or units,AKLAN,LIBACAO,Libacao Public Market,Nhets  Nagamos Fruit Stand,HT5F1MFW,1777687428337.jpg,1,0,,,,,,,,.215,,,,,,215,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
11,1778293065183,confirm,590,g,sonnet sweep,0,590,1,1,grams (g),.58999997,g,log10 median,0,0,camote tops,bundle,AKLAN,ALTAVAS,Altavas Public Market,Jocelyn Sari Sari Store,OXIX1GOX,1778293065183.jpg,1,0,,,,,,,,.59,,,,,,590,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
9700,1773906118038,confirm,210,g,sonnet sweep,0,210,1,1,grams (g),.20999999,g,log10 median,0,0,mango,pieces or units,ILOILO,SANTA BARBARA,Balabag Talipapa,RNL Store,7WCEABDV,1773906118038.jpg,1,0,,,,,,,,.21,,,,,,210,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
8481,1775703803989,confirm,875,g,sonnet sweep,0,875,1,1,grams (g),.875,g,log10 median,0,0,fresh fish,pieces or units,ILOILO,NEW LUCENA,New Lucena Public Market,Ma. Glenn Mana-ay Fish Stand,TJGFSMZE,1775703803989.jpg,1,0,,,,,,,,.875,,,,,,875,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
9706,1773882765110,confirm,140,g,sonnet sweep,0,140,1,1,grams (g),.14,g,log10 median,0,0,mango,pieces or units,ILOILO,SANTA BARBARA,Sta. Barbara Public Market,Rosa Fruit Stand,KXJ91EWH,1773882765110.jpg,1,0,,,,,,,,.14,,,,,,140,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
6953,1778111633338,confirm,140,g,sonnet sweep,0,140,1,1,grams (g),.14,g,log10 median,0,0,camote tops,bugkos,ILOILO,DUMANGAS,roadside,Janet Store,NX3HZMF8,1778111633338.jpg,1,0,,,,,,,,.14,,,,,,140,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
7849,1773883264566,confirm,285,g,sonnet sweep,0,285,1,1,grams (g),.285,g,log10 median,0,0,fresh fish,pieces or units,ILOILO,LEMERY,Lemery Public Market,Matulac Fish Store,SY8WDJXA,1773883264566.jpg,1,0,,,,,,,,.285,,,,,,285,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
7615,1774491617406,confirm,95,g,sonnet sweep,0,95,1,1,grams (g),.094999999,g,log10 median,0,0,carrot,pieces or units,ILOILO,LAMBUNAO,Poblacion Lambunao Talipapa,Juliano Vegetable Stand,XC8ERWBE,1774491617406.jpg,1,0,,,,,,,,.095,,,,,,95,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
676,1777686988012,confirm,265,g,sonnet sweep,0,265,1,1,grams (g),.26499999,g,log10 median,0,0,mango,pieces or units,AKLAN,LIBACAO,Libacao Public Market,Inday Fruit Stand,OFNHLNL5,1777686988012.jpg,1,0,,,,,,,,.265,,,,,,265,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
9510,1773728699938,confirm,670,g,human,1,670,1,1,grams (g),.67000002,g,log10 median,0,0,loaf bread,small packs,ILOILO,SAN RAFAEL,San Rafael Public Market,AZ Pick,K55WXTMZ,1773728699938.jpg,1,1,.67,0.67,scale,0,,.67,.67,,,.67,670,670,670,,,670,scale_with_item,scale_with_item,,,scale_with_item,clear,clear,,,clear,Net Wt. 640 g,,,,,large_size,0,,
5106,1773717854700,confirm,60,g,sonnet sweep,0,60,1,1,grams (g),.059999999,g,log10 median,0,0,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,ILOILO,AJUY,Ajuy roadside,3rb sari sari store,WG92LXNF,1773717854700.jpg,1,0,,,,,,,,.06,,,,,,60,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
923,1777422505978,confirm,260,g,sonnet sweep,0,260,1,1,grams (g),.25999999,g,log10 median,0,0,"prawns, lobster, shrimp",tumpok,AKLAN,MAKATO,Makato Public Market,Tagala Fish Stand,VFJBFS8D,1777422505978.jpg,1,0,,,,,,,,.26,,,,,,260,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
5367,1774578580051,confirm,635,g,sonnet sweep,0,635,1,1,grams (g),.63499999,g,block governs,0,0,fresh fish,pack,ILOILO,ANILAO,Anilao Public Market,Che Fish Stall,3ARJU194,1774578580051.jpg,1,0,,,,,,,,.635,,,,,,635,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
6496,1774321320859,confirm,40,g,sonnet sweep,0,40,1,1,grams (g),.039999999,g,log10 median,0,0,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,ILOILO,CARLES,Bancal Talipapa,PIPOY Store,POLWDLX1,1774321320859.jpg,1,0,,,,,,,,.04,,,,,,40,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
8951,1773885596912,confirm,80,g,sonnet sweep,0,80,1,1,grams (g),.079999998,g,log10 median,0,0,camote,bilog,ILOILO,SAN DIONISIO,San dionisio public market,Perlita store,QL1R9WMC,1773885596912.jpg,1,0,,,,,,,,.08,,,,,,80,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
595,1777597421143,confirm,670,g,sonnet sweep,0,670,1,1,grams (g),.67000002,g,log10 median,0,0,cabbage,pieces or units,AKLAN,LIBACAO,Libacao Public Market,Beth Store,TZDWR5MY,1777597421143.jpg,1,0,,,,,,,,.67,,,,,,670,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
9573,1773970145366,confirm,90,g,sonnet sweep,0,90,1,1,grams (g),.090000004,g,log10 median,0,0,carrot,pieces or units,ILOILO,SANTA BARBARA,Zone1Arroyo St.Sta Barbara,Tabing Fish Stand,0F6NUT5C,1773970145366.jpg,1,0,,,,,,,,.09,,,,,,90,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
5221,1775863731159,confirm,170,g,sonnet sweep,0,170,1,1,grams (g),.17,g,log10 median,0,0,fresh fish,pieces or units,ILOILO,ALIMODIAN,Alimodian Public Market,Jonathan Fish stall,4F4QXNN8,1775863731159.jpg,1,0,,,,,,,,.17,,,,,,170,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
9864,1773884572418,confirm,145,g,sonnet sweep,0,145,1,1,grams (g),.145,g,log10 median,0,0,"prawns, lobster, shrimp",tumpok,ILOILO,SARA,Sara Wet Market,Ermelo Fish Stand,GHBH2Q4G,1773884572418.jpg,1,0,,,,,,,,.145,,,,,,145,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
6689,1778213307039,confirm,1075,g,sonnet sweep,0,1075,1,1,Kilograms (Kgs),1075,g,log10 median,0,0,chicken,bilog,ILOILO,DINGLE,Dingle roadside,Rv frozen foods,10WO8S8O,1778213307039.jpg,1,0,,,,,,,,1.075,,,,,,1075,,,,,scale_with_item,,,,,probable,,,,,,,,medium_size,0,,
11111,1776822440322,confirm,245,g,sonnet sweep,0,245,1,1,grams (g),.245,g,log10 median,0,0,cabbage,pieces or units,NEGROS OCCIDENTAL,PONTEVEDRA,Pontevedra Public Market,RJ Store,0EY5CG58,1776822440322.jpg,1,0,,,,,,,,.245,,,,,,245,,,,,scale_with_item,,,,,clear,,,,,,,,municipality_median,0,,
9310,1774053858283,confirm,165,g,sonnet sweep,0,165,1,1,grams (g),.16500001,g,log10 median,0,0,camote tops,bugkos,ILOILO,SAN MIGUEL,San Miguel Public Market,Marina Vegetable Retailer,S1ONWKYW,1774053858283.jpg,1,0,,,,,,,,.165,,,,,,165,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
10246,1778205639471,confirm,130,g,sonnet sweep,0,130,1,1,grams (g),.13,g,log10 median,0,0,cabbage,pack,ILOILO,ZARRAGA,Zarraga Public Market,Nelly store,WTC4W9AQ,1778205639471.jpg,1,0,,,,,,,,.13,,,,,,130,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9818,1773883700236,confirm,340,g,sonnet sweep,0,340,1,1,grams (g),.34,g,block governs,0,0,fresh fish,pack,ILOILO,SARA,Sara wet market,Edsel Isdaan,EL3QFME2,1773883700236.jpg,1,0,,,,,,,,.34,,,,,,340,,,,,scale_with_item,,,,,clear,,,,,,,,province_median,0,,
4544,1776299783553,confirm,125,g,sonnet sweep,0,125,1,1,grams (g),.125,g,log10 median,0,0,carrot,pieces or units,CAPIZ,PILAR,PilarbPublic Market,Bedeos Frozen,35QC6WPZ,1776299783553.jpg,1,0,,,,,,,,.125,,,,,,125,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
6517,1774322394030,confirm,265,g,sonnet sweep,0,265,1,1,grams (g),.26499999,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,CARLES,Carles Talipapa,April Store,8EXV7UH1,1774322394030.jpg,1,0,,,,,,,,.265,,,,,,265,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
5593,1774412720765,confirm,1120,g,sonnet sweep,0,1120,1,1,grams (g),1.12,g,log10 median,0,0,chicken,bilog,ILOILO,BANATE,Banate Public Market,Lita store,26DLSMSR,1774412720765.jpg,1,0,,,,,,,,1.12,,,,,,1120,,,,,scale_with_item,,,,,probable,,,,,,,,large_size,0,,
9763,1773887739451,confirm,540,g,sonnet sweep,0,540,1,1,grams (g),.54000002,g,log10 median,0,0,camote,bilog,ILOILO,SARA,Sara Wet Market,Editha Gulayan,VQESTI5C,1773887739451.jpg,1,0,,,,,,,,.54,,,,,,540,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
8438,1775780775945,confirm,205,g,sonnet sweep,0,205,1,1,grams (g),.205,g,log10 median,0,0,camote,bilog,ILOILO,NEW LUCENA,Wari Wari New Lucena Talipapa,Norma Store,OWSX6YA5,1775780775945.jpg,1,0,,,,,,,,.205,,,,,,205,,,,,scale_with_item,,,,,probable,,,,,,,,medium_size,0,,
8790,1778289863894,confirm,1015,g,sonnet sweep,0,1015,1,1,Kilograms (Kgs),1015,g,log10 median,0,0,chicken,whole (chicken),ILOILO,POTOTAN,Katuogan talipapa,Gloria store,6VK1U3NH,1778289863894.jpg,1,0,,,,,,,,1.015,,,,,,1015,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
2436,1777082550477,confirm,1005,g,sonnet sweep,0,1005,1,1,grams (g),1.005,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,LIBERTAD,Union Libertad Talipapa,RAEIUEL'S Variety Store Fruits and Vegetable,FDAZCLW0,1777082550477.jpg,1,0,,,,,,,,1.005,,,,,,1005,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
9764,1773910924514,confirm,90,g,sonnet sweep,0,90,1,1,grams (g),.090000004,g,log10 median,0,0,carrot,pieces or units,ILOILO,SARA,talipapa,Nema,65ISKJ5X,1773910924514.jpg,1,0,,,,,,,,.09,,,,,,90,,,,,scale_with_item,,,,,clear,,,,,,,,municipality_median,0,,
6109,1773708100897,confirm,860,g,sonnet sweep,0,860,1,1,grams (g),.86000001,g,log10 median,0,0,cabbage,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Sherwin Collantes,QQY7OXB0,1773708100897.jpg,1,0,,,,,,,,.86,,,,,,860,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
1726,1776649709554,confirm,145,g,sonnet sweep,0,145,1,1,grams (g),.145,g,log10 median,0,0,camote,binilog,ANTIQUE,BELISON,Belison public market,Ann May store,FP18Y91P,1776649709554.jpg,1,0,,,,,,,,.145,,,,,,145,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
318,1777261647519,confirm,860,g,sonnet sweep,0,860,1,1,grams (g),.86000001,g,log10 median,0,0,cabbage,pieces or units,AKLAN,BURUANGA,Buruanga Public Market,Judy Ann Vegetable and Fruit Stand,KYVM5EY9,1777261647519.jpg,1,0,,,,,,,,.86,,,,,,860,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
1712,1776649232786,confirm,285,g,sonnet sweep,0,285,1,1,grams (g),.285,g,log10 median,0,0,camote tops,bugkos,ANTIQUE,BELISON,Belison public market,Joanna Spices and Vegetables store,N1XRNYUK,1776649232786.jpg,1,0,,,,,,,,.285,,,,,,285,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
6441,1774049917490,confirm,120,g,sonnet sweep,0,120,1,1,grams (g),.12,g,log10 median,0,0,carrot,pieces or units,ILOILO,CARLES,Carles Public market,Mercedes Betita Vegetable Store,QQXZB3TQ,1774049917490.jpg,1,0,,,,,,,,.12,,,,,,120,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
5114,1773714933886,confirm,675,g,sonnet sweep,0,675,1,1,grams (g),675,mL,log10 median,0,0,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,AJUY,Ajuy public market,Aidan store,8RC57OYA,1773714933886.jpg,1,0,,,,,,,,.675,,,,,,675,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
2739,1776387107488,confirm,1080,g,sonnet sweep,0,1080,1,1,Kilograms (Kgs),1080,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,SAN REMIGIO,San remegio public market,Junila stall,OJ5F35K0,1776387107488.jpg,1,0,,,,,,,,1.08,,,,,,1080,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
328,1777950318584,confirm,700,g,sonnet sweep,0,700,1,1,grams (g),.69999999,g,log10 median,0,0,camote tops,bundle,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Maria's Variety Store,UTAM8ECP,1777950318584.jpg,1,0,,,,,,,,.7,,,,,,700,,,,,scale_with_item,,,,,clear,,,,,,,,conventional_nsu,0,,
6946,1778110941059,confirm,460,g,sonnet sweep,0,460,1,1,grams (g),.46000001,g,log10 median,0,0,cabbage,pieces or units,ILOILO,DUMANGAS,Dumangas Public Market,Julian Spices and Vegetable,AIZ5YMWR,1778110941059.jpg,1,0,,,,,,,,.46,,,,,,460,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
4601,1776298052104,confirm,80,g,sonnet sweep,0,80,1,1,grams (g),.079999998,g,block governs,0,0,fresh fish,pieces or units,CAPIZ,PILAR,PilarbPublic Market,Juan Fish Stand,AKZIQICK,1776298052104.jpg,1,0,,,,,,,,.08,,,,,,80,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
2470,1777000082105,confirm,935,g,sonnet sweep,0,935,1,1,grams (g),.9350000000000001,g,log10 median,0,0,chicken,whole (chicken),ANTIQUE,LIBERTAD,Zaldivar St.Libertad Roadside,Isabel Piodo Store,SQI6I87V,1777000082105.jpg,1,0,,,,,,,,.9350000000000001,,,,,,935,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
6216,1773802824028,confirm,1245,g,sonnet sweep,0,1245,1,1,Kilograms (Kgs),1.245,mL,log10 median,0,0,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,CABATUAN,Roadside,Kusina Store,T44MX0QM,1773802824028.jpg,1,0,,,,,,,,1.245,,,,,,1245,,,,,scale_with_item,,,,,probable,,,,,,,,large_size,0,,
9723,1773906537932,confirm,540,g,sonnet sweep,0,540,1,1,grams (g),.54000002,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,SANTA BARBARA,Balabag Talipapa,RNL Store,G957L6YX,1773906537932.jpg,1,0,,,,,,,,.54,,,,,,540,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
