id,pull_item,tick,m_dualcase,m_liqmass,m_solvol,mass,vol,liquid,icecream
1392,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1393,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1394,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1395,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1396,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1397,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1398,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1399,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1400,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1401,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1402,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1403,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1404,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1405,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1406,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1407,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1408,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1409,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1410,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1411,loaf bread,grams (g),0,0,0,1,0,0,0
1412,loaf bread,grams (g),0,0,0,1,0,0,0
1413,loaf bread,grams (g),0,0,0,1,0,0,0
1414,loaf bread,grams (g),0,0,0,1,0,0,0
1415,loaf bread,grams (g),0,0,0,1,0,0,0
1416,loaf bread,grams (g),0,0,0,1,0,0,0
1417,loaf bread,grams (g),0,0,0,1,0,0,0
1418,loaf bread,grams (g),0,0,0,1,0,0,0
1419,loaf bread,grams (g),0,0,0,1,0,0,0
1420,loaf bread,grams (g),0,0,0,1,0,0,0
1421,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
1422,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
1423,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
1424,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
1425,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1426,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1427,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1428,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),0,0,0,1,0,0,0
1429,cabbage,grams (g),0,0,0,1,0,0,0
1430,cabbage,grams (g),0,0,0,1,0,0,0
1431,cabbage,grams (g),0,0,0,1,0,0,0
1432,cabbage,grams (g),0,0,0,1,0,0,0
1433,cabbage,Kilograms (Kgs),0,0,0,1,0,0,0
1434,cabbage,grams (g),0,0,0,1,0,0,0
1435,cabbage,grams (g),0,0,0,1,0,0,0
1436,cabbage,Kilograms (Kgs),0,0,0,1,0,0,0
1437,cabbage,grams (g),0,0,0,1,0,0,0
1438,cabbage,grams (g),0,0,0,1,0,0,0
1439,cabbage,grams (g),0,0,0,1,0,0,0
1440,cabbage,grams (g),0,0,0,1,0,0,0
1441,cabbage,Kilograms (Kgs),0,0,0,1,0,0,0
1442,cabbage,grams (g),0,0,0,1,0,0,0
1443,cabbage,grams (g),0,0,0,1,0,0,0
1444,cabbage,grams (g),0,0,0,1,0,0,0
1445,cabbage,grams (g),0,0,0,1,0,0,0
1446,cabbage,grams (g),0,0,0,1,0,0,0
1447,cabbage,grams (g),0,0,0,1,0,0,0
1448,cabbage,Kilograms (Kgs),0,0,0,1,0,0,0
1449,camote tops,grams (g),0,0,0,1,0,0,0
1450,camote tops,grams (g),0,0,0,1,0,0,0
1451,camote tops,grams (g),0,0,0,1,0,0,0
1452,carrot,grams (g),0,0,0,1,0,0,0
1453,carrot,grams (g),0,0,0,1,0,0,0
1454,carrot,grams (g),0,0,0,1,0,0,0
1455,carrot,grams (g),0,0,0,1,0,0,0
1456,carrot,grams (g),0,0,0,1,0,0,0
1457,carrot,grams (g),0,0,0,1,0,0,0
1458,carrot,grams (g),0,0,0,1,0,0,0
1459,carrot,grams (g),0,0,0,1,0,0,0
1460,carrot,grams (g),0,0,0,1,0,0,0
1461,carrot,grams (g),0,0,0,1,0,0,0
1462,carrot,grams (g),0,0,0,1,0,0,0
1463,carrot,grams (g),0,0,0,1,0,0,0
1464,carrot,grams (g),0,0,0,1,0,0,0
1465,carrot,grams (g),0,0,0,1,0,0,0
1466,carrot,grams (g),0,0,0,1,0,0,0
1467,carrot,grams (g),0,0,0,1,0,0,0
1468,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1469,chicken,grams (g),0,0,0,1,0,0,0
1470,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1471,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1472,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1473,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1474,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1475,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1476,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1477,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1478,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1479,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1480,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1481,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1482,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1483,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1484,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1485,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1486,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1487,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1488,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1489,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1490,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1491,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1492,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1493,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1494,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1495,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1496,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1497,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1498,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1499,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1500,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1501,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1502,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1503,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1504,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1505,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1506,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1507,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1508,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1509,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1510,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1511,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1512,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1513,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1514,"liquor (e.g, whisky, coconut wine)",grams (g),1,1,0,1,0,1,0
1515,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1516,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1517,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1518,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1519,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1520,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1521,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1522,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1523,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1524,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1525,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1526,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1527,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1528,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1529,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1530,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1531,"liquor (e.g, whisky, coconut wine)",Litres (L),1,0,0,0,1,1,0
1532,"liquor (e.g, whisky, coconut wine)",Kilograms (Kgs),1,1,0,1,0,1,0
1533,loaf bread,grams (g),0,0,0,1,0,0,0
1534,loaf bread,grams (g),0,0,0,1,0,0,0
1535,loaf bread,grams (g),0,0,0,1,0,0,0
1536,loaf bread,grams (g),0,0,0,1,0,0,0
1537,loaf bread,grams (g),0,0,0,1,0,0,0
1538,loaf bread,grams (g),0,0,0,1,0,0,0
1539,loaf bread,grams (g),0,0,0,1,0,0,0
1540,loaf bread,grams (g),0,0,0,1,0,0,0
1541,loaf bread,grams (g),0,0,0,1,0,0,0
1542,loaf bread,grams (g),0,0,0,1,0,0,0
1543,loaf bread,grams (g),0,0,0,1,0,0,0
1544,loaf bread,grams (g),0,0,0,1,0,0,0
1545,loaf bread,grams (g),0,0,0,1,0,0,0
1546,loaf bread,grams (g),0,0,0,1,0,0,0
1547,loaf bread,grams (g),0,0,0,1,0,0,0
1548,loaf bread,grams (g),0,0,0,1,0,0,0
1549,loaf bread,grams (g),0,0,0,1,0,0,0
1550,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1551,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1552,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1553,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1554,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1555,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1556,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1557,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1558,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),0,0,0,1,0,0,0
1559,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1560,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1561,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),0,0,0,1,0,0,0
1562,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1563,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1564,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),0,0,0,1,0,0,0
1565,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1566,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),0,0,0,1,0,0,0
1567,cabbage,grams (g),0,0,0,1,0,0,0
1568,cabbage,grams (g),0,0,0,1,0,0,0
1569,cabbage,grams (g),0,0,0,1,0,0,0
1570,cabbage,Kilograms (Kgs),0,0,0,1,0,0,0
1571,cabbage,grams (g),0,0,0,1,0,0,0
1572,cabbage,grams (g),0,0,0,1,0,0,0
1573,camote tops,grams (g),0,0,0,1,0,0,0
1574,camote tops,grams (g),0,0,0,1,0,0,0
1575,camote tops,grams (g),0,0,0,1,0,0,0
1576,camote tops,grams (g),0,0,0,1,0,0,0
1577,camote,grams (g),0,0,0,1,0,0,0
1578,camote,grams (g),0,0,0,1,0,0,0
1579,camote,grams (g),0,0,0,1,0,0,0
1580,camote,grams (g),0,0,0,1,0,0,0
1581,camote,grams (g),0,0,0,1,0,0,0
1582,camote,grams (g),0,0,0,1,0,0,0
1583,camote,grams (g),0,0,0,1,0,0,0
1584,camote,grams (g),0,0,0,1,0,0,0
1585,camote,grams (g),0,0,0,1,0,0,0
1586,camote,grams (g),0,0,0,1,0,0,0
1587,camote,grams (g),0,0,0,1,0,0,0
1588,camote,grams (g),0,0,0,1,0,0,0
1589,carrot,grams (g),0,0,0,1,0,0,0
1590,carrot,grams (g),0,0,0,1,0,0,0
1591,carrot,grams (g),0,0,0,1,0,0,0
1592,carrot,grams (g),0,0,0,1,0,0,0
1593,carrot,grams (g),0,0,0,1,0,0,0
1594,carrot,grams (g),0,0,0,1,0,0,0
1595,carrot,grams (g),0,0,0,1,0,0,0
1596,carrot,grams (g),0,0,0,1,0,0,0
1597,carrot,grams (g),0,0,0,1,0,0,0
1598,carrot,grams (g),0,0,0,1,0,0,0
1599,carrot,grams (g),0,0,0,1,0,0,0
1600,carrot,grams (g),0,0,0,1,0,0,0
1601,carrot,grams (g),0,0,0,1,0,0,0
1602,carrot,grams (g),0,0,0,1,0,0,0
1603,carrot,grams (g),0,0,0,1,0,0,0
1604,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1605,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1606,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1607,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1608,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1609,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1610,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1611,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1612,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1613,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1614,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1615,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1616,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1617,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1618,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1619,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1620,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1621,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1622,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1623,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1624,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1625,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1626,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1627,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
1628,fresh fish,grams (g),0,0,0,1,0,0,0
1629,fresh fish,grams (g),0,0,0,1,0,0,0
1630,fresh fish,Kilograms (Kgs),0,0,0,1,0,0,0
1631,fresh fish,grams (g),0,0,0,1,0,0,0
1632,fresh fish,grams (g),0,0,0,1,0,0,0
1633,fresh fish,Kilograms (Kgs),0,0,0,1,0,0,0
1634,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
1635,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
1636,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
1637,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
1638,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
1639,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1640,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1641,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1642,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1643,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1644,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1645,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1646,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1647,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1648,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1649,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1650,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1651,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1652,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1653,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1654,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1655,loaf bread,grams (g),0,0,0,1,0,0,0
1656,loaf bread,grams (g),0,0,0,1,0,0,0
1657,loaf bread,grams (g),0,0,0,1,0,0,0
1658,loaf bread,grams (g),0,0,0,1,0,0,0
1659,loaf bread,grams (g),0,0,0,1,0,0,0
1660,loaf bread,grams (g),0,0,0,1,0,0,0
1661,loaf bread,grams (g),0,0,0,1,0,0,0
1662,loaf bread,grams (g),0,0,0,1,0,0,0
1663,loaf bread,grams (g),0,0,0,1,0,0,0
1664,loaf bread,grams (g),0,0,0,1,0,0,0
1665,loaf bread,grams (g),0,0,0,1,0,0,0
1666,loaf bread,grams (g),0,0,0,1,0,0,0
1667,loaf bread,grams (g),0,0,0,1,0,0,0
1668,loaf bread,grams (g),0,0,0,1,0,0,0
1669,mango,grams (g),0,0,0,1,0,0,0
1670,mango,grams (g),0,0,0,1,0,0,0
1671,mango,grams (g),0,0,0,1,0,0,0
1672,mango,grams (g),0,0,0,1,0,0,0
1673,mango,grams (g),0,0,0,1,0,0,0
1674,mango,grams (g),0,0,0,1,0,0,0
1675,mango,grams (g),0,0,0,1,0,0,0
1676,mango,grams (g),0,0,0,1,0,0,0
1677,mango,grams (g),0,0,0,1,0,0,0
1678,mango,grams (g),0,0,0,1,0,0,0
1679,mango,grams (g),0,0,0,1,0,0,0
1680,mango,grams (g),0,0,0,1,0,0,0
1681,mango,grams (g),0,0,0,1,0,0,0
1682,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1683,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1684,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1685,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1686,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),0,0,0,1,0,0,0
1687,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1688,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1689,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1690,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1691,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1692,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1693,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1694,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
1695,cabbage,grams (g),0,0,0,1,0,0,0
1696,cabbage,grams (g),0,0,0,1,0,0,0
1697,cabbage,grams (g),0,0,0,1,0,0,0
1698,cabbage,grams (g),0,0,0,1,0,0,0
1699,cabbage,grams (g),0,0,0,1,0,0,0
1700,cabbage,grams (g),0,0,0,1,0,0,0
1701,cabbage,grams (g),0,0,0,1,0,0,0
1702,cabbage,grams (g),0,0,0,1,0,0,0
1703,cabbage,grams (g),0,0,0,1,0,0,0
1704,cabbage,grams (g),0,0,0,1,0,0,0
1705,cabbage,grams (g),0,0,0,1,0,0,0
1706,cabbage,grams (g),0,0,0,1,0,0,0
1707,cabbage,grams (g),0,0,0,1,0,0,0
1708,camote tops,grams (g),0,0,0,1,0,0,0
1709,camote tops,grams (g),0,0,0,1,0,0,0
1710,camote tops,grams (g),0,0,0,1,0,0,0
1711,camote tops,grams (g),0,0,0,1,0,0,0
1712,camote tops,grams (g),0,0,0,1,0,0,0
1713,camote tops,grams (g),0,0,0,1,0,0,0
1714,camote,grams (g),0,0,0,1,0,0,0
1715,camote,grams (g),0,0,0,1,0,0,0
1716,camote,grams (g),0,0,0,1,0,0,0
1717,camote,grams (g),0,0,0,1,0,0,0
1718,camote,grams (g),0,0,0,1,0,0,0
1719,camote,grams (g),0,0,0,1,0,0,0
1720,camote,grams (g),0,0,0,1,0,0,0
1721,camote,grams (g),0,0,0,1,0,0,0
1722,camote,grams (g),0,0,0,1,0,0,0
1723,camote,grams (g),0,0,0,1,0,0,0
1724,camote,grams (g),0,0,0,1,0,0,0
1725,camote,grams (g),0,0,0,1,0,0,0
1726,camote,grams (g),0,0,0,1,0,0,0
1727,camote,grams (g),0,0,0,1,0,0,0
1728,camote,grams (g),0,0,0,1,0,0,0
1729,camote,grams (g),0,0,0,1,0,0,0
1730,camote,grams (g),0,0,0,1,0,0,0
1731,carrot,grams (g),0,0,0,1,0,0,0
1732,carrot,grams (g),0,0,0,1,0,0,0
1733,carrot,grams (g),0,0,0,1,0,0,0
1734,carrot,grams (g),0,0,0,1,0,0,0
1735,carrot,grams (g),0,0,0,1,0,0,0
1736,carrot,grams (g),0,0,0,1,0,0,0
1737,carrot,grams (g),0,0,0,1,0,0,0
1738,carrot,grams (g),0,0,0,1,0,0,0
1739,carrot,grams (g),0,0,0,1,0,0,0
1740,carrot,grams (g),0,0,0,1,0,0,0
1741,carrot,grams (g),0,0,0,1,0,0,0
1742,carrot,grams (g),0,0,0,1,0,0,0
1743,carrot,grams (g),0,0,0,1,0,0,0
1744,carrot,grams (g),0,0,0,1,0,0,0
1745,carrot,grams (g),0,0,0,1,0,0,0
1746,chicken,grams (g),0,0,0,1,0,0,0
1747,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1748,chicken,grams (g),0,0,0,1,0,0,0
1749,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1750,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1751,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
1752,chicken,grams (g),0,0,0,1,0,0,0
1753,chicken,grams (g),0,0,0,1,0,0,0
1754,chicken,grams (g),0,0,0,1,0,0,0
1755,chicken,grams (g),0,0,0,1,0,0,0
1756,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1757,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1758,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1759,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1760,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1761,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1762,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1763,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
1764,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
1765,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
1766,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
1767,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
1768,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1769,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1770,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1771,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1772,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1773,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1774,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1775,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1776,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1777,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
1778,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
