id,check,tier,priority,reason,has_photo,filename,photo_path,obs_type,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,flat_group,nobs,nven,is_rep,queue_flag,queue_tier,read_model,read_human,needs_reading
1749,2,must,3,C2 magnitude only -- decimal moved,1,1776741195448.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776741195448.jpg,medium_size,ANTIQUE,BELISON,Belison roadside,Jess meat and vegetable store,O94EHLDI,Chicken,Bilog nga Manok,Kilograms (Kgs),1350,g,1350,log10 median,,,,,,,0,0,1
1752,2,must,3,C2 magnitude only -- decimal moved,1,1776648500898.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776648500898.jpg,medium_size,ANTIQUE,BELISON,Belison public market,M and G meat store,1LPE4RUV,Chicken,Binilog,grams (g),.315,g,315,log10 median,,,,,,,0,0,1
1753,2,must,3,C2 magnitude only -- decimal moved,1,1776647956424.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776647956424.jpg,medium_size,ANTIQUE,BELISON,Belison public market,Ella sari sari store,H5KPYKFP,Chicken,Binilog,grams (g),.33000001,g,330,log10 median,,,,,,,0,0,1
1765,2,must,2,C2 dimension only -- tick overruled,1,1779239080323.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779239080323.jpg,small_size,ANTIQUE,BELISON,Brgy. Concepcion belison,Emz sari sari store,GFAR7P7C,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,Litres (L),.07,g,70,log10 median,,,,,,,0,0,1
1766,2,must,2,C2 dimension only -- tick overruled,1,1776650704998.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776650704998.jpg,small_size,ANTIQUE,BELISON,Belison public market,Haus Corner Variety Store,S86XLQGO,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,Litres (L),.69999999,g,700,block governs,,,,,,,0,0,1
1768,2,must,3,C2 magnitude only -- decimal moved,1,1776737842836.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776737842836.jpg,province_median,ANTIQUE,BELISON,Brgy.concepcion belison roadside,7eleven,2ZBK0K8X,"Liquor (e.g, whisky, coconut wine)",Gin,Litres (L),350,mL,350,log10 median,,,,,,,0,0,1
1769,2,must,3,C2 magnitude only -- decimal moved,1,1779239692253.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779239692253.jpg,province_median,ANTIQUE,BELISON,Brgy.rombang belison,Emz sari sari store,UYWWOL87,"Liquor (e.g, whisky, coconut wine)",Gin,Litres (L),350,mL,350,log10 median,,,,,,,0,0,1
1770,2,must,3,C2 magnitude only -- decimal moved,1,1779240256696.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779240256696.jpg,province_median,ANTIQUE,BELISON,Brgy.concepcion belison roadside,3as store,VL32IPE1,"Liquor (e.g, whisky, coconut wine)",Gin,Litres (L),335,mL,335,log10 median,,,,,,,0,0,1
1771,2,must,3,C2 magnitude only -- decimal moved,1,1776736314461.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776736314461.jpg,municipality_median,ANTIQUE,BELISON,Brgy.rombang belison,Giging store,APS6YMX2,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,Litres (L),375,mL,375,log10 median,,,,,,,0,0,1
1772,2,must,3,C2 magnitude only -- decimal moved,1,1776740518076.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776740518076.jpg,municipality_median,ANTIQUE,BELISON,Belison roadside,Ching variety store,C51LTUPO,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,Litres (L),375,mL,375,log10 median,,,,,,,0,0,1
1775,2,must,3,C2 magnitude only -- decimal moved,1,1776737754411.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776737754411.jpg,municipality_median,ANTIQUE,BELISON,Brgy.concepcion belison roadside,7eleven,SJMSUIIH,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,Litres (L),375,mL,375,log10 median,,,,,,,0,0,1
1776,2,must,3,C2 magnitude only -- decimal moved,1,1779239773069.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779239773069.jpg,municipality_median,ANTIQUE,BELISON,Brgy.rombang belison,Emz sari sari store,T7OXZAF2,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,Litres (L),375,mL,375,log10 median,,,,,,,0,0,1
1778,2,must,3,C2 magnitude only -- decimal moved,1,1776737789107.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776737789107.jpg,province_median,ANTIQUE,BELISON,Brgy.concepcion belison roadside,7eleven,CSKF4SGF,"Liquor (e.g, whisky, coconut wine)",Long-neck,Litres (L),750,mL,750,log10 median,,,,,,,0,0,1
1780,2,must,3,C2 magnitude only -- decimal moved,1,1776740577575.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776740577575.jpg,province_median,ANTIQUE,BELISON,Brgy.concepcion belison roadside,Ching variety store,I3NHPYUJ,"Liquor (e.g, whisky, coconut wine)",Long-neck,Litres (L),750,mL,750,log10 median,,,,,,,0,0,1
1782,2,must,3,C2 magnitude only -- decimal moved,1,1779239822529.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779239822529.jpg,province_median,ANTIQUE,BELISON,Brgy.rombang belison,Emz sari sari store,OTBHBL04,"Liquor (e.g, whisky, coconut wine)",Long-neck,Litres (L),750,mL,750,log10 median,,,,,,,0,0,1
1784,2,must,3,C2 magnitude only -- decimal moved,1,1776736392936.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776736392936.jpg,province_median,ANTIQUE,BELISON,Brgy.rombang belison,Giging store,RLGAXVQN,"Liquor (e.g, whisky, coconut wine)",Long-neck,Litres (L),750,mL,750,log10 median,,,,,,,0,0,1
1785,2,must,3,C2 magnitude only -- decimal moved,1,1779240183295.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779240183295.jpg,province_median,ANTIQUE,BELISON,Brgy.concepcion belison roadside,3as store,ZWXQEP5D,"Liquor (e.g, whisky, coconut wine)",Long-neck,Litres (L),500,mL,500,log10 median,,,,,,,0,0,1
1787,2,must,2,C2 dimension only -- tick overruled,1,1776737620980.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776737620980.jpg,large_size,ANTIQUE,BELISON,Belison roadside,7eleven,MD0OO9RB,Loaf Bread,Large,Litres (L),.63999999,g,640,log10 median,,,,,,,1,0,0
1795,2,must,3,C2 magnitude only -- decimal moved,1,1776645496113.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776645496113.jpg,small_size,ANTIQUE,BELISON,Belison Public Market,Rasel Fruit store,77I79UQV,Mango,Binilog,grams (g),.175,g,175,log10 median,,,,,,,0,0,1
1796,2,must,3,C2 magnitude only -- decimal moved,1,1776645525791.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776645525791.jpg,medium_size,ANTIQUE,BELISON,Belison Public Market,Rasel Fruit store,77I79UQV,Mango,Binilog,grams (g),.285,g,285,log10 median,,,,,,,0,0,1
1797,2,must,3,C2 magnitude only -- decimal moved,1,1776645556683.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776645556683.jpg,large_size,ANTIQUE,BELISON,Belison Public Market,Rasel Fruit store,77I79UQV,Mango,Binilog,grams (g),.29499999,g,295,log10 median,,,,,,,0,0,1
1798,2,must,3,C2 magnitude only -- decimal moved,1,1776644880904.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776644880904.jpg,small_size,ANTIQUE,BELISON,Belison Public Market,Maestro Amo Fruits store,96YKDCPO,Mango,Binilog,grams (g),.19499999,g,195,log10 median,,,,,,,0,0,1
1799,2,must,3,C2 magnitude only -- decimal moved,1,1776644907128.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776644907128.jpg,medium_size,ANTIQUE,BELISON,Belison Public Market,Maestro Amo Fruits store,96YKDCPO,Mango,Binilog,grams (g),.25999999,g,260,log10 median,,,,,,,0,0,1
1800,2,must,3,C2 magnitude only -- decimal moved,1,1776644930412.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776644930412.jpg,large_size,ANTIQUE,BELISON,Belison Public Market,Maestro Amo Fruits store,96YKDCPO,Mango,Binilog,grams (g),.32499999,g,325,log10 median,,,,,,,0,0,1
1806,2,must,3,C2 magnitude only -- decimal moved,1,1776647560376.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776647560376.jpg,small_size,ANTIQUE,BELISON,Belison Public Market,Ev's Fish Stall,H66STADF,"Prawns, Lobster, shrimp",Tumpok,grams (g),.20999999,g,210,log10 median,,,,,,,0,0,1
1877,2,must,3,C2 magnitude only -- decimal moved,1,1777078421551.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777078421551.jpg,conventional_nsu,ANTIQUE,BUGASONG,"I laurente, Bugasong",7- Eleven,C2QLQAU8,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),20.4,g,20,log10 median,,,,,,,0,0,1
1896,2,must,3,C2 magnitude only -- decimal moved,1,1777076119635.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777076119635.jpg,large_size,ANTIQUE,BUGASONG,"I laurente, Bugasong",Bread and butter,25INHPF8,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0015,mL,1500,log10 median,,,,,,,0,0,1
1904,2,must,3,C2 magnitude only -- decimal moved,1,1776991891562.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776991891562.jpg,medium_size,ANTIQUE,BUGASONG,Bugasong Public market,Jen Mark Variety Store,R5N7HDMX,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0015,mL,1500,block governs,,,,,,,0,0,1
1905,2,must,3,C2 magnitude only -- decimal moved,1,1776991910605.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776991910605.jpg,large_size,ANTIQUE,BUGASONG,Bugasong Public market,Jen Mark Variety Store,R5N7HDMX,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0017500001,mL,1750,log10 median,,,,,,,0,0,1
1914,2,must,2,C2 dimension only -- tick overruled,1,1777078148145.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777078148145.jpg,small_size,ANTIQUE,BUGASONG,"I laurente, Bugasong",7- Eleven,N5KAICOW,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,grams (g),56,mL,56,log10 median,,,,,,,0,0,1
1986,2,must,3,C2 magnitude only -- decimal moved,1,1776910200657.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776910200657.jpg,large_size,ANTIQUE,CULASI,Brgy.fe culasi,Aya and adie,CZVU0XBX,Cabbage,Bilog,Kilograms (Kgs),1205,g,1205,log10 median,,,,,,,0,0,1
1989,2,must,3,C2 magnitude only -- decimal moved,1,1776911870625.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776911870625.jpg,large_size,ANTIQUE,CULASI,Brgy.fe culasi,Dj store,MZY28VBN,Cabbage,Bilog,Kilograms (Kgs),1165,g,1165,log10 median,,,,,,,0,0,1
2037,2,must,3,C2 magnitude only -- decimal moved,1,1779091424811.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779091424811.jpg,medium_size,ANTIQUE,CULASI,culasi roadside,Dcs dressed chicken store,88CP5HDT,Chicken,Whole (chicken),Kilograms (Kgs),1375,g,1375,log10 median,,,,,,,0,0,1
2038,2,must,3,C2 magnitude only -- decimal moved,1,1776822548553.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776822548553.jpg,medium_size,ANTIQUE,CULASI,Public market,Pechon frozen foods,AG7DHTTY,Chicken,Whole (chicken),Kilograms (Kgs),1105,g,1105,log10 median,,,,,,,0,0,1
2041,2,must,3,C2 magnitude only -- decimal moved,1,1776822109517.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776822109517.jpg,medium_size,ANTIQUE,CULASI,Culasi public market,Zwing lifrozen foods,JOPY4UMZ,Chicken,Whole (chicken),Kilograms (Kgs),1090,g,1090,log10 median,,,,,,,0,0,1
2048,2,must,2,C2 dimension only -- tick overruled,1,1776833924749.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776833924749.jpg,small_size,ANTIQUE,CULASI,Culasi public market,Salazar sari sari store,SL93L3AL,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,Litres (L),.1,g,100,block governs,,,,,,,1,0,0
2066,2,must,3,C2 magnitude only -- decimal moved,1,1776820508356.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776820508356.jpg,large_size,ANTIQUE,CULASI,Culasi public market,Johnny fish stall,6LRRBHYT,Fresh Fish,Bilog,Kilograms (Kgs),1625,g,1625,log10 median,,,,,,,0,0,1
2068,2,must,3,C2 magnitude only -- decimal moved,1,1776821413646.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776821413646.jpg,large_size,ANTIQUE,CULASI,Culasi public market,Masula fish stand,D65ZAL4C,Fresh Fish,Bilog,Kilograms (Kgs),1800,g,1800,log10 median,,,,,,,0,0,1
2071,2,must,3,C2 magnitude only -- decimal moved,1,1776913164415.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776913164415.jpg,large_size,ANTIQUE,CULASI,Brgy.fe culasi,Charity fish stall,L79O2M2P,Fresh Fish,Bilog,Kilograms (Kgs),1665,g,1665,log10 median,,,,,,,0,0,1
2075,2,must,3,C2 magnitude only -- decimal moved,1,1776918401916.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776918401916.jpg,medium_size,ANTIQUE,CULASI,culasi roadside,Allan fish stall,P483MHAD,Fresh Fish,Bilog,Kilograms (Kgs),1080,g,1080,log10 median,,,,,,,0,0,1
2076,2,must,3,C2 magnitude only -- decimal moved,1,1776918469660.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776918469660.jpg,large_size,ANTIQUE,CULASI,culasi roadside,Allan fish stall,P483MHAD,Fresh Fish,Bilog,Kilograms (Kgs),1695,g,1695,log10 median,,,,,,,0,0,1
2090,2,must,2,C2 dimension only -- tick overruled,1,1776910783168.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776910783168.jpg,medium_size,ANTIQUE,CULASI,Brgy.fe culasi,Aya and adie,EZB7OF6P,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,,,,,,,0,0,1
2254,2,must,3,C2 magnitude only -- decimal moved,1,1776395923046.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776395923046.jpg,large_size,ANTIQUE,HAMTIC,Poblacion 2 hamtic Antique,Marfil Sari-sari store,654159WI,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0015,mL,1500,log10 median,,,,,,,0,0,1
2258,2,must,3,C2 magnitude only -- decimal moved,1,1776389980012.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776389980012.jpg,large_size,ANTIQUE,HAMTIC,Hamtic Public Market,Soria Sari-sari store,94912H2L,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0017500001,mL,1750,log10 median,,,,,,,0,0,1
2260,2,must,3,C2 magnitude only -- decimal moved,1,1776390727297.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776390727297.jpg,large_size,ANTIQUE,HAMTIC,Hamtic Public Market,Pagunsan Variety Store,CSLKA4MO,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0015,mL,1500,log10 median,,,,,,,0,0,1
2262,2,must,2,C2 dimension only -- tick overruled,1,1779160082927.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779160082927.jpg,medium_size,ANTIQUE,HAMTIC,Malandog community Talipapa,JK Sari-sari store,DG14AON7,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,grams (g),500,mL,500,log10 median,,,,,,,0,0,1
2263,2,must,3,C2 magnitude only -- decimal moved,1,1779160106856.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779160106856.jpg,large_size,ANTIQUE,HAMTIC,Malandog community Talipapa,JK Sari-sari store,DG14AON7,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0020000001,mL,2000,log10 median,,,,,,,0,0,1
2265,2,must,3,C2 magnitude only -- decimal moved,1,1776395072760.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776395072760.jpg,large_size,ANTIQUE,HAMTIC,Poblacion 2 hamtic Antique,Julie's bakeshop,O55LYF7D,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0015,mL,1500,log10 median,,,,,,,0,0,1
2268,2,must,3,C2 magnitude only -- decimal moved,1,1776391531652.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776391531652.jpg,large_size,ANTIQUE,HAMTIC,Hamtic Public Market,AJS Variety Store,Z8XSU4RY,"Drinks at restaurant, hotel, caf̩, or kiosk",Pieces,Litres (L),.0015,mL,1500,log10 median,,,,,,,0,0,1
2283,2,must,2,C2 dimension only -- tick overruled,1,1779160352724.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779160352724.jpg,small_size,ANTIQUE,HAMTIC,Malandog community Talipapa,JK Sari-sari store,KU7BER1Y,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,Litres (L),.115,g,115,log10 median,,,,,,,0,0,1
2352,2,must,3,C2 magnitude only -- decimal moved,1,1776387108049.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776387108049.jpg,small_size,ANTIQUE,LAUA-AN,Laua-an Public Market,EBS Sari-Sari Store,BU959QVU,Cabbage,Bilog,grams (g),.5600000000000001,g,560,log10 median,,,,,,,0,0,1
2353,2,must,3,C2 magnitude only -- decimal moved,1,1776387122738.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776387122738.jpg,medium_size,ANTIQUE,LAUA-AN,Laua-an Public Market,EBS Sari-Sari Store,BU959QVU,Cabbage,Bilog,grams (g),.94999999,g,950,log10 median,,,,,,,0,0,1
2354,2,must,3,C2 magnitude only -- decimal moved,1,1776389395684.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776389395684.jpg,medium_size,ANTIQUE,LAUA-AN,Guisijan Laua-an Talipapa,Kimberly Vegetable Stand,OXZOB1AH,Cabbage,Bilog,grams (g),.755,g,755,log10 median,,,,,,,0,0,1
2355,2,must,3,C2 magnitude only -- decimal moved,1,1776396282051.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776396282051.jpg,medium_size,ANTIQUE,LAUA-AN,Sarmiento St.Laua-an Talipapa,Joebelle Vegetable Stand,WA4DWYST,Cabbage,Bilog,grams (g),.875,g,875,log10 median,,,,,,,0,0,1
2356,2,must,3,C2 magnitude only -- decimal moved,1,1776396438455.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776396438455.jpg,small_size,ANTIQUE,LAUA-AN,Laua-an Talipapa,Jenny Rose Store,XLHGEXPB,Cabbage,Bilog,grams (g),.38,g,380,log10 median,,,,,,,0,0,1
2357,2,must,3,C2 magnitude only -- decimal moved,1,1776396454734.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776396454734.jpg,medium_size,ANTIQUE,LAUA-AN,Laua-an Talipapa,Jenny Rose Store,XLHGEXPB,Cabbage,Bilog,grams (g),.94499999,g,945,log10 median,,,,,,,0,0,1
2358,2,must,3,C2 magnitude only -- decimal moved,1,1776386023352.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776386023352.jpg,medium_size,ANTIQUE,LAUA-AN,Laua-an Public Market,Thelma Marcelo Store,ZVO1QA7N,Cabbage,Bilog,grams (g),.72000003,g,720,log10 median,,,,,,,0,0,1
2359,2,must,3,C2 magnitude only -- decimal moved,1,1776387353825.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776387353825.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Laua-an Public Market,EBS Sari-Sari Store,9F3FBEPV,Camote tops,Bugkos,grams (g),.315,g,315,log10 median,,,,,,,0,0,1
2360,2,must,3,C2 magnitude only -- decimal moved,1,1776470598522.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776470598522.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Oloc Laua-an Roadside,Myrna Store,AWH430WI,Camote tops,Bugkos,grams (g),.41499999,g,415,log10 median,,,,,,,0,0,1
2361,2,must,3,C2 magnitude only -- decimal moved,1,1776385936187.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776385936187.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Laua-an Public Market,Thelma Marcelo Store,DPZZ9P80,Camote tops,Bugkos,grams (g),.315,g,315,log10 median,,,,,,,0,0,1
2362,2,must,3,C2 magnitude only -- decimal moved,1,1776385744817.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776385744817.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Laua-an Public Market,Dalumpines Store,G3TA09BY,Camote tops,Bugkos,grams (g),.32499999,g,325,log10 median,,,,,,,0,0,1
2363,2,must,3,C2 magnitude only -- decimal moved,1,1776396503628.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776396503628.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Sarmiento St.Laua-an Talipapa,Jenny Rose Store,LP53MNE5,Camote tops,Bugkos,grams (g),.18000001,g,180,log10 median,,,,,,,0,0,1
2364,2,must,3,C2 magnitude only -- decimal moved,1,1779255507531.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779255507531.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Sarmiento St.Laua-an Talipapa,Esperanza Vegetable Stand,MQY6Q83Z,Camote tops,Bugkos,grams (g),.25999999,g,260,log10 median,,,,,,,0,0,1
2365,2,must,3,C2 magnitude only -- decimal moved,1,1776395937656.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776395937656.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Sarmiento St.Laua-an Talipapa,Joebelle Vegetable Stand,OM7ULJKF,Camote tops,Bugkos,grams (g),.17,g,170,log10 median,,,,,,,0,0,1
2366,2,must,3,C2 magnitude only -- decimal moved,1,1776469127757.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776469127757.jpg,conventional_nsu,ANTIQUE,LAUA-AN,Poblacion Laua-an Roadside,Gagang Sari-Sari Store,UODU7D7J,Camote tops,Bugkos,grams (g),.25,g,250,log10 median,,,,,,,0,0,1
2367,2,must,3,C2 magnitude only -- decimal moved,1,1779255413458.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779255413458.jpg,medium_size,ANTIQUE,LAUA-AN,Sarmiento St.Laua-an Talipapa,Esperanza Vegetable Stand,OX2F6U31,Camote tops,Bundle,grams (g),.63,g,630,log10 median,,,,,,,0,0,1
2368,2,must,3,C2 magnitude only -- decimal moved,1,1776386082565.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776386082565.jpg,small_size,ANTIQUE,LAUA-AN,Laua-an Public Market,Thelma Marcelo Store,IRZSDKLF,Carrot,Bilog,grams (g),.18000001,g,180,log10 median,,,,,,,0,0,1
