id,check,tier,priority,reason,has_photo,filename,photo_path,obs_type,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,flat_group,nobs,nven,is_rep,queue_flag,queue_tier
4202,1,must,1,4B dual-ticked case,1,1775879095187.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775879095187.jpg,large_size,CAPIZ,MAMBUSAO,Mambusao Public Market,Seanniah Store,63UFOL03,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4203,1,must,1,4B dual-ticked case,1,1775878336895.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775878336895.jpg,large_size,CAPIZ,MAMBUSAO,Mambusao Public Market,Liling Store,AU7HRFL5,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4204,1,must,1,4B dual-ticked case,1,1776046832023.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776046832023.jpg,medium_size,CAPIZ,MAMBUSAO,roadside,Jenny Sari Sari Store,R8IC5QM9,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4205,1,must,1,4B dual-ticked case,1,1776046863564.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776046863564.jpg,large_size,CAPIZ,MAMBUSAO,roadside,Jenny Sari Sari Store,R8IC5QM9,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4206,1,must,1,4B dual-ticked case,1,1775877669390.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775877669390.jpg,medium_size,CAPIZ,MAMBUSAO,Mambusao Public Market,Doray Store,UK7UC93D,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4207,1,must,1,4B dual-ticked case,1,1775877706321.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775877706321.jpg,large_size,CAPIZ,MAMBUSAO,Mambusao Public Market,Doray Store,UK7UC93D,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4233,1,must,1,4B solid ticked as Litres,1,1779166704428.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779166704428.jpg,province_median,CAPIZ,PANAY,Panay,Mikmik,VXLSL3DM,Beer,Case,,,,,,,,,,,
4234,1,must,1,4B solid ticked as Litres,1,1779166361997.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779166361997.jpg,province_median,CAPIZ,PANAY,Panay,Noel,YYG1NWSQ,Beer,Case,,,,,,,,,,,
4365,1,must,1,"4A flat group: 3+ vendors, one value",1,1776134401261.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776134401261.jpg,small_size,CAPIZ,PANAY,Panay Public market,Mariska Store,1Q68WPME,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Putos,,,,,,990,3,3,1,,
4366,1,must,1,"4A flat group: 3+ vendors, one value",1,1776134423521.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776134423521.jpg,medium_size,CAPIZ,PANAY,Panay Public market,Mariska Store,1Q68WPME,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Putos,,,,,,989,3,3,1,,
4471,1,must,1,4B dual-ticked case,1,1776138601469.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138601469.jpg,small_size,CAPIZ,PANITAN,Panitan Public Market,Badhay Store,42ZH3F43,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4472,1,must,1,4B dual-ticked case,1,1776138627010.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138627010.jpg,medium_size,CAPIZ,PANITAN,Panitan Public Market,Badhay Store,42ZH3F43,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4473,1,must,1,4B dual-ticked case,1,1776137929149.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776137929149.jpg,small_size,CAPIZ,PANITAN,Panitan Public Market,MeD Drugmart,K18RNJTB,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4474,1,must,1,4B dual-ticked case,1,1776137957200.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776137957200.jpg,medium_size,CAPIZ,PANITAN,Panitan Public Market,MeD Drugmart,K18RNJTB,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4475,1,must,1,4B dual-ticked case,1,1776137969380.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776137969380.jpg,large_size,CAPIZ,PANITAN,Panitan Public Market,MeD Drugmart,K18RNJTB,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4476,1,must,1,4B dual-ticked case,1,1776215216335.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215216335.jpg,small_size,CAPIZ,PANITAN,roadside,DRL store,NK1RILML,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4477,1,must,1,4B dual-ticked case,1,1776214176902.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776214176902.jpg,small_size,CAPIZ,PANITAN,Roadside,Ri Quos Store,SOOJ5OVH,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4478,1,must,1,4B dual-ticked case,1,1776214259126.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776214259126.jpg,small_size,CAPIZ,PANITAN,roadside,Ri Quos Store,1VQMVFGC,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4479,1,must,1,4B dual-ticked case,1,1776138691876.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138691876.jpg,small_size,CAPIZ,PANITAN,Panitan Public Market,Badhay Store,B51RDJC4,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4480,1,must,1,4B dual-ticked case,1,1776138711248.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138711248.jpg,medium_size,CAPIZ,PANITAN,Panitan Public Market,Badhay Store,B51RDJC4,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4481,1,must,1,4B dual-ticked case,1,1776138732583.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138732583.jpg,large_size,CAPIZ,PANITAN,Panitan Public Market,Badhay Store,B51RDJC4,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4482,1,must,1,4B dual-ticked case,1,1776138286756.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138286756.jpg,small_size,CAPIZ,PANITAN,Panitan Public Market,MeD Drugmart,GGOJNVZ9,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4483,1,must,1,4B dual-ticked case,1,1776138308713.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138308713.jpg,medium_size,CAPIZ,PANITAN,Panitan Public Market,MeD Drugmart,GGOJNVZ9,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4484,1,must,1,4B dual-ticked case,1,1776215259367.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215259367.jpg,small_size,CAPIZ,PANITAN,roadside,DRL store,ZLZSC7IK,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4485,1,must,1,"4A flat group: 3+ vendors, one value",1,1776215350043.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215350043.jpg,medium_size,CAPIZ,PANITAN,roadside,DRL store,0HJU3SDS,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,1020,7,7,1,,
4485,1,must,1,4B dual-ticked case,1,1776215350043.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215350043.jpg,medium_size,CAPIZ,PANITAN,roadside,DRL store,0HJU3SDS,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4486,1,must,1,"4A flat group: 3+ vendors, one value",1,1776215391739.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215391739.jpg,large_size,CAPIZ,PANITAN,roadside,DRL store,0HJU3SDS,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,1019,6,6,1,,
4486,1,must,1,4B dual-ticked case,1,1776215391739.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215391739.jpg,large_size,CAPIZ,PANITAN,roadside,DRL store,0HJU3SDS,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4487,1,must,1,4B dual-ticked case,1,1776138070235.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138070235.jpg,medium_size,CAPIZ,PANITAN,Panitan Public Market,MeD Drugmart,7HT73PP3,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4488,1,must,1,4B dual-ticked case,1,1776138082740.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776138082740.jpg,large_size,CAPIZ,PANITAN,Panitan Public Market,MeD Drugmart,7HT73PP3,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4489,1,must,1,4B dual-ticked case,1,1776137592859.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776137592859.jpg,large_size,CAPIZ,PANITAN,Panitan Public Market,Layson Store,AT448XPS,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4490,1,must,1,"4A flat group: 3+ vendors, one value",1,1776212909720.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776212909720.jpg,small_size,CAPIZ,PANITAN,Talipapa,Dapat Store,FMC7HGZB,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,1021,3,3,1,,
4490,1,must,1,4B dual-ticked case,1,1776212909720.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776212909720.jpg,small_size,CAPIZ,PANITAN,Talipapa,Dapat Store,FMC7HGZB,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4491,1,must,1,4B dual-ticked case,1,1776212929440.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776212929440.jpg,medium_size,CAPIZ,PANITAN,Talipapa,Dapat Store,FMC7HGZB,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4492,1,must,1,4B dual-ticked case,1,1776137101142.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776137101142.jpg,medium_size,CAPIZ,PANITAN,Panitan Public Market,Joyce Variety Store,OMC63ZKA,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4493,1,must,1,4B dual-ticked case,1,1776137129880.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776137129880.jpg,large_size,CAPIZ,PANITAN,Panitan Public Market,Joyce Variety Store,OMC63ZKA,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4494,1,must,1,4B dual-ticked case,1,1776136475926.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776136475926.jpg,medium_size,CAPIZ,PANITAN,Panitan Public Market,Calex Store,OTGQMPAH,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4495,1,must,1,4B dual-ticked case,1,1776215627192.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215627192.jpg,small_size,CAPIZ,PANITAN,Roadside,Tintin Store,SOLYJEX0,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4496,1,must,1,4B dual-ticked case,1,1776215641398.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215641398.jpg,medium_size,CAPIZ,PANITAN,Roadside,Tintin Store,SOLYJEX0,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4497,1,must,1,4B dual-ticked case,1,1776215670078.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215670078.jpg,large_size,CAPIZ,PANITAN,Roadside,Tintin Store,SOLYJEX0,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4498,1,must,1,4B dual-ticked case,1,1776214314201.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776214314201.jpg,small_size,CAPIZ,PANITAN,roadside,Ri Quos Store,TAH1CMAI,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4499,1,must,1,4B dual-ticked case,1,1776214330047.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776214330047.jpg,medium_size,CAPIZ,PANITAN,roadside,Ri Quos Store,TAH1CMAI,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4500,1,must,1,4B dual-ticked case,1,1776214346006.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776214346006.jpg,large_size,CAPIZ,PANITAN,roadside,Ri Quos Store,TAH1CMAI,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
4607,1,must,1,"4A flat group: 3+ vendors, one value",1,1776383974068.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776383974068.jpg,medium_size,CAPIZ,PILAR,Pilar Roadside,LOTA Store,1HL8BKAW,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,1049,6,6,1,,
4610,1,must,1,"4A flat group: 3+ vendors, one value",1,1776304644527.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776304644527.jpg,large_size,CAPIZ,PILAR,PilarbPublic Market,Bacay Store,A3UBT9N4,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,1048,4,4,1,,
4724,1,must,1,"4A flat group: 3+ vendors, one value",1,1776214635695.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776214635695.jpg,medium_size,CAPIZ,PONTEVEDRA,Roadside,Dordas store,4WB3HJRP,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,1078,3,3,1,,
4779,1,must,1,"4A flat group: 3+ vendors, one value",1,1776385065597.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776385065597.jpg,medium_size,CAPIZ,PRESIDENT ROXAS,President roxas,Syudad store,2YVT2H5A,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,1099,4,4,1,,
4856,1,must,1,4B dual-ticked case,1,1776046601290.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776046601290.jpg,province_median,CAPIZ,SAPI-AN,Sapi-an Public market,Arrow Store,9UDBK97T,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
4857,1,must,1,4B dual-ticked case,1,1776045804888.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776045804888.jpg,province_median,CAPIZ,SAPI-AN,Sapi-an Public market,Rp store,CBBKK9KX,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
4858,1,must,1,4B dual-ticked case,1,1776049260699.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776049260699.jpg,province_median,CAPIZ,SAPI-AN,Sapi-an Roadside,Amy Store,DUO3JH8Y,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
4859,1,must,1,4B dual-ticked case,1,1776044522959.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776044522959.jpg,province_median,CAPIZ,SAPI-AN,Sapi-an Roadside,Ram Store,N80O6JTU,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
4860,1,must,1,"4A flat group: 3+ vendors, one value",1,1776043350974.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776043350974.jpg,medium_size,CAPIZ,SAPI-AN,SAPI-AN Public Market,Marves Store,6KDI9Z1H,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,1125,6,6,1,,
4860,1,must,1,4B dual-ticked case,1,1776043350974.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776043350974.jpg,medium_size,CAPIZ,SAPI-AN,SAPI-AN Public Market,Marves Store,6KDI9Z1H,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
4861,1,must,1,4B dual-ticked case,1,1775877071875.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775877071875.jpg,medium_size,CAPIZ,SAPI-AN,SAPI-AN Public Market,Charmel Store,I0U8QMZN,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
4862,1,must,1,4B dual-ticked case,1,1776048955603.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776048955603.jpg,medium_size,CAPIZ,SAPI-AN,Sapi-an Roadside,Amy Store,IP4ZTWCX,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
4863,1,must,1,4B dual-ticked case,1,1776044292572.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776044292572.jpg,medium_size,CAPIZ,SAPI-AN,Sapi-an Roadside,Ram Store,P4M8KH1C,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
4864,1,must,1,4B dual-ticked case,1,1776047069712.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776047069712.jpg,medium_size,CAPIZ,SAPI-AN,Sapi-an Roadside,J and J  Store,QZBB7RIQ,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
4865,1,must,1,4B dual-ticked case,1,1775877729373.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775877729373.jpg,medium_size,CAPIZ,SAPI-AN,SAPI-AN Public Market,Vez Variety Store,X3Q56LFH,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
4866,1,must,1,"4A flat group: 3+ vendors, one value",1,1776044242396.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776044242396.jpg,large_size,CAPIZ,SAPI-AN,SAPI-AN Roadside,Ram Store,1XII30PJ,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,1126,5,5,1,,
4881,1,must,1,"4A flat group: 3+ vendors, one value",1,1776045945900.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776045945900.jpg,medium_size,CAPIZ,SAPI-AN,Sapi-an Public market,Rp store,ERG35EHQ,"Mineral or spring water, all drinking water sold in containers",Refilled,,,,,,1133,3,3,1,,
4936,1,must,1,4B dual-ticked case,1,1775611968774.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775611968774.jpg,municipality_median,CAPIZ,SIGMA,Roadside,Argentina Store,8DZUAX1M,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4937,1,must,1,4B dual-ticked case,1,1775611098377.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775611098377.jpg,municipality_median,CAPIZ,SIGMA,Roadside,Khoyz Store,IX5PYPG5,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4938,1,must,1,4B dual-ticked case,1,1775610098763.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775610098763.jpg,municipality_median,CAPIZ,SIGMA,Roadside,Berino Store,S4M3VCEM,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4939,1,must,1,4B dual-ticked case,1,1775534417181.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775534417181.jpg,municipality_median,CAPIZ,SIGMA,Sigma Public Market,Eatscape Food House,UKOFZ6N5,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
4940,1,must,1,4B dual-ticked case,1,1775610252743.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775610252743.jpg,small_size,CAPIZ,SIGMA,roadside,Berino Store,83LPC8QE,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4941,1,must,1,4B dual-ticked case,1,1775612042151.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775612042151.jpg,small_size,CAPIZ,SIGMA,roadside,Argentina Store,LJI9T1H6,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4942,1,must,1,4B dual-ticked case,1,1775611159628.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775611159628.jpg,small_size,CAPIZ,SIGMA,roadside,Khoyz Store,SJ6OUY71,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4943,1,must,1,4B dual-ticked case,1,1775534709603.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775534709603.jpg,small_size,CAPIZ,SIGMA,roadside,Eatscape Food House,TZR47U4D,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4944,1,must,1,4B dual-ticked case,1,1775534776224.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775534776224.jpg,medium_size,CAPIZ,SIGMA,roadside,Eatscape Food House,TZR47U4D,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,,,,,,,,,,,
4945,1,must,1,4B dual-ticked case,1,1775610322449.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775610322449.jpg,large_size,CAPIZ,SIGMA,roadside,Berino Store,8J2RXTGY,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Tub,,,,,,,,,,,
4946,1,must,1,4B dual-ticked case,1,1775612108763.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775612108763.jpg,small_size,CAPIZ,SIGMA,roadside,Argentina Store,F0VVP8AW,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Tub,,,,,,,,,,,
4947,1,must,1,4B dual-ticked case,1,1775612130542.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775612130542.jpg,large_size,CAPIZ,SIGMA,roadside,Argentina Store,F0VVP8AW,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Tub,,,,,,,,,,,
4948,1,must,1,4B dual-ticked case,1,1778900041256.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778900041256.jpg,small_size,CAPIZ,SIGMA,roadside,Gab Store,FB9O04U2,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Tub,,,,,,,,,,,
