id,check,priority,reason,filename,photo_path,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,stratum,seed,draw_tag
9424,2,3,C2 magnitude only -- decimal moved,1773724826947.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773724826947.jpg,Cabbage,Putos,grams (g),.60000002,g,600,block governs,C2 block governs,,calib_v1
9460,2,3,C2 magnitude only -- decimal moved,1773723476270.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773723476270.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.185,g,185,block governs,C2 block governs,,calib_v1
9471,2,3,C2 magnitude only -- decimal moved,1773969164870.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773969164870.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.025,g,25,block governs,C2 block governs,,calib_v1
9799,2,3,C2 magnitude only -- decimal moved,1773969859472.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773969859472.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.025,g,25,block governs,C2 block governs,,calib_v1
9817,2,3,C2 magnitude only -- decimal moved,1773913217221.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773913217221.jpg,Fresh Fish,Per pack,grams (g),.57499999,g,575,block governs,C2 block governs,,calib_v1
11246,2,3,C2 magnitude only -- decimal moved,1777343511311.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777343511311.jpg,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Bilog,grams (g),45,g,450,block governs,C2 block governs,,calib_v1
406,2,2,C2 dimension only -- tick overruled,1777347876752.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777347876752.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
882,2,2,C2 dimension only -- tick overruled,1777433680119.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777433680119.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
885,2,2,C2 dimension only -- tick overruled,1777514476584.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777514476584.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),700,mL,700,log10 median,C2 dimension overrule,,calib_v1
1186,2,2,C2 dimension only -- tick overruled,1778118893591.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778118893591.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
2403,2,2,C2 dimension only -- tick overruled,1776469815820.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776469815820.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,C2 dimension overrule,,calib_v1
2583,2,2,C2 dimension only -- tick overruled,1776667143474.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776667143474.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,C2 dimension overrule,,calib_v1
2709,2,2,C2 dimension only -- tick overruled,1776222301469.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776222301469.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,C2 dimension overrule,,calib_v1
2712,2,2,C2 dimension only -- tick overruled,1776310607687.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776310607687.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,C2 dimension overrule,,calib_v1
2715,2,2,C2 dimension only -- tick overruled,1776221310281.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776221310281.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
3207,2,2,C2 dimension only -- tick overruled,1776821966687.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776821966687.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,C2 dimension overrule,,calib_v1
4490,2,2,C2 dimension only -- tick overruled,1776212909720.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776212909720.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),250,mL,250,log10 median,C2 dimension overrule,,calib_v1
6345,2,2,C2 both magnitude and dimension,1774401432433.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774401432433.jpg,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Packs,grams (g),.44999999,mL,450,log10 median,C2 dimension overrule,,calib_v1
7662,2,2,C2 dimension only -- tick overruled,1774485508198.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774485508198.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,C2 dimension overrule,,calib_v1
7667,2,2,C2 dimension only -- tick overruled,1774485582179.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774485582179.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
7669,2,2,C2 dimension only -- tick overruled,1774490339878.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774490339878.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
8120,2,2,C2 dimension only -- tick overruled,1776039897386.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776039897386.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
8503,2,2,C2 dimension only -- tick overruled,1775699544558.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775699544558.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
8509,2,2,C2 dimension only -- tick overruled,1775781268847.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775781268847.jpg,"Liquor (e.g, whisky, coconut wine)",Long-neck,grams (g),750,mL,750,log10 median,C2 dimension overrule,,calib_v1
9653,2,2,C2 dimension only -- tick overruled,1773895333758.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773895333758.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),375,mL,375,log10 median,C2 dimension overrule,,calib_v1
9654,2,2,C2 dimension only -- tick overruled,1773968836824.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773968836824.jpg,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),250,mL,250,log10 median,C2 dimension overrule,,calib_v1
71,2,3,C2 magnitude only -- decimal moved,1778207894293.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778207894293.jpg,Cabbage,Binilog,grams (g),.5,g,500,log10 median,C2 magnitude,,calib_v1
110,2,3,C2 magnitude only -- decimal moved,1778117239723.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778117239723.jpg,Carrot,Binilog,grams (g),.205,g,205,log10 median,C2 magnitude,,calib_v1
601,2,3,C2 magnitude only -- decimal moved,1777598389404.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777598389404.jpg,Camote tops,Bugkos,grams (g),.17,g,170,log10 median,C2 magnitude,,calib_v1
864,2,3,C2 magnitude only -- decimal moved,1778056525267.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778056525267.jpg,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Binilog,grams (g),.050000001,g,50,log10 median,C2 magnitude,,calib_v1
924,2,3,C2 magnitude only -- decimal moved,1777427847332.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777427847332.jpg,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Binilog,grams (g),.064999998,g,65,log10 median,C2 magnitude,,calib_v1
2449,2,3,C2 magnitude only -- decimal moved,1776995378158.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776995378158.jpg,Camote,Bilog,grams (g),.20999999,g,210,log10 median,C2 magnitude,,calib_v1
2460,2,3,C2 magnitude only -- decimal moved,1777082700414.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777082700414.jpg,Carrot,Bilog,grams (g),.215,g,215,log10 median,C2 magnitude,,calib_v1
2532,2,3,C2 magnitude only -- decimal moved,1776737899434.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776737899434.jpg,Cabbage,Bilog,grams (g),.89499998,g,895,log10 median,C2 magnitude,,calib_v1
2548,2,3,C2 magnitude only -- decimal moved,1776735202324.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776735202324.jpg,Carrot,Bilog,grams (g),.059999999,g,60,log10 median,C2 magnitude,,calib_v1
4976,2,3,C2 magnitude only -- decimal moved,1775703565165.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775703565165.jpg,Cabbage,Bilog,grams (g),.46000001,g,460,log10 median,C2 magnitude,,calib_v1
4996,2,3,C2 magnitude only -- decimal moved,1775703652194.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775703652194.jpg,Carrot,Bilog,grams (g),.13,g,130,log10 median,C2 magnitude,,calib_v1
5077,2,3,C2 magnitude only -- decimal moved,1773710954464.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773710954464.jpg,Camote tops,Bugkos,grams (g),.2,g,200,log10 median,C2 magnitude,,calib_v1
7824,2,3,C2 magnitude only -- decimal moved,1773890407581.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773890407581.jpg,Carrot,Bilog,grams (g),.17,g,170,log10 median,C2 magnitude,,calib_v1
9045,2,3,C2 magnitude only -- decimal moved,1775521072842.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775521072842.jpg,Carrot,Bilog,grams (g),.14,g,140,log10 median,C2 magnitude,,calib_v1
9479,2,3,C2 magnitude only -- decimal moved,1773794488084.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773794488084.jpg,Fresh Fish,Bilog,grams (g),.54500002,g,545,log10 median,C2 magnitude,,calib_v1
9509,2,3,C2 magnitude only -- decimal moved,1773728678859.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773728678859.jpg,Loaf Bread,Small,grams (g),.47,g,470,log10 median,C2 magnitude,,calib_v1
9510,2,3,C2 magnitude only -- decimal moved,1773728699938.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773728699938.jpg,Loaf Bread,Small,grams (g),.67000002,g,670,log10 median,C2 magnitude,,calib_v1
9571,2,3,C2 magnitude only -- decimal moved,1773881530966.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773881530966.jpg,Camote,Bilog,grams (g),.15000001,g,150,log10 median,C2 magnitude,,calib_v1
9710,2,3,C2 magnitude only -- decimal moved,1773882134028.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773882134028.jpg,Mango,Bilog,grams (g),.235,g,235,log10 median,C2 magnitude,,calib_v1
9790,2,3,C2 magnitude only -- decimal moved,1773880892030.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773880892030.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.025,g,25,log10 median,C2 magnitude,,calib_v1
683,2,1,C2 magnitude only -- decimal moved [review queue],1777694696097.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777694696097.jpg,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Putos,grams (g),.025,g,25,block governs,C2 review queue,,calib_v1
2932,2,1,C2 magnitude only -- decimal moved [review queue],1776652488011.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776652488011.jpg,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,Litres (L),45,mL,45,log10 median,C2 review queue,,calib_v1
5181,2,1,C2 magnitude only -- decimal moved [review queue],1775866955885.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775866955885.jpg,Chicken,Binilog,grams (g),.059999999,g,60,block governs,C2 review queue,,calib_v1
5184,2,1,C2 magnitude only -- decimal moved [review queue],1775866549083.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775866549083.jpg,Chicken,Binilog,grams (g),.079999998,g,80,log10 median,C2 review queue,,calib_v1
5353,2,1,C2 magnitude only -- decimal moved [review queue],1774580053977.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774580053977.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.33000001,g,330,block governs,C2 review queue,,calib_v1
6192,2,1,C2 magnitude only -- decimal moved [review queue],1773801717143.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773801717143.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Packs,grams (g),.35499999,g,355,log10 median,C2 review queue,,calib_v1
6202,2,1,C2 magnitude only -- decimal moved [review queue],1773810007262.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773810007262.jpg,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,grams (g),.94999999,g,950,block governs,C2 review queue,,calib_v1
6463,2,1,C2 magnitude only -- decimal moved [review queue],1774054625168.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774054625168.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Packs,grams (g),.38,g,380,log10 median,C2 review queue,,calib_v1
8364,2,1,C2 magnitude only -- decimal moved [review queue],1775702946856.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775702946856.jpg,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Container,Litres (L),.00125,mL,1250,block governs,C2 review queue,,calib_v1
9461,2,1,C2 magnitude only -- decimal moved [review queue],1773796774872.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773796774872.jpg,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.40000001,g,400,block governs,C2 review queue,,calib_v1
10269,2,1,C2 magnitude only -- decimal moved [review queue],1774669586277.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774669586277.jpg,Chicken,Pieces of fried chicken,grams (g),.045000002,g,45,block governs,C2 review queue,,calib_v1
