pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,p_g,conv_rank,corrected_unit,d_reclassified,k_use,n_points,d_point_usable,unusable_why,w_g,n_g,n_disputed,n_flagged,n_uncertain,group_id,n_filled,n_empty,branch,w_use,v_use,hetero_code,n_cpi_vals,psps_month,infl_factor,share_uncertain
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,bilog,15,,g,0,,1,1,,250,1,0,0,0,1,,,price-quantity,240.1485691484837,.0624613340532773,province_median,1,2024m3,.9605942765939347,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,bilog,15,,g,0,,1,1,,250,1,0,0,0,1,,,price-quantity,242.8151388310552,.0617753904151612,province_median,1,2024m5,.9712605553242208,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,bilog,15,,g,0,,1,1,,250,1,0,0,0,1,,,price-quantity,241.2394403935876,.0621788873972148,province_median,1,2024m6,.9649577615743505,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,bilog,15,,g,0,,1,1,,250,1,0,0,0,1,,,price-quantity,246.0291048009137,.0609683964510539,province_median,1,2024m11,.9841164192036549,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,cans,50,1,g,0,1,1,1,,170,15,0,0,0,1,1,0,size-based,170,.2941176470588235,,,,,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,putos,80,2,g,1,1,2,1,,225,4,0,0,0,1,1,0,size-based,225,.3555555555555556,,,,,0
ANTIQUE,cabbage,CULASI,pieces or units,50,1,g,0,1,1,1,,570,21,0,2,2,1,1,0,size-based,570,.087719298245614,,,,,.0952380952380952
ANTIQUE,cabbage,CULASI,pieces or units,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,camote,CULASI,bilog,25,1,g,0,1,1,1,,150,15,3,4,5,1,1,0,size-based,150,.1666666666666667,,,,,.3333333333333333
ANTIQUE,camote tops,CULASI,bugkos,20,1,g,0,1,1,1,,210,5,0,1,1,1,1,0,size-based,210,.0952380952380952,,,,,.2
ANTIQUE,carrot,CULASI,pieces or units,27.5,1,g,0,1,1,1,,165,17,1,3,3,1,1,0,size-based,165,.1666666666666667,,,,,.1764705882352941
ANTIQUE,chicken,CULASI,whole (chicken),250,1,g,0,1,1,1,,1005,6,0,0,0,1,1,0,size-based,1005,.2487562189054726,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",CULASI,pieces or units,36,1,g,0,1,1,1,,30,9,0,1,1,1,1,0,size-based,30,1.2,,,,,.1111111111111111
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",CULASI,putos,62,1,g,1,1,1,1,,85,9,2,0,2,1,1,0,size-based,85,.7294117647058823,,,,,.2222222222222222
ANTIQUE,fresh fish,CULASI,pieces or units,70,1,g,0,1,1,1,,247.5,16,1,6,6,1,1,0,size-based,247.5,.2828282828282828,,,,,.375
ANTIQUE,fresh fish,CULASI,pieces or units,20,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CULASI,pieces or units,35,1,mL,0,2,2,1,,100,5,0,0,0,1,2,0,size-based,100,.35,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CULASI,pieces or units,100,2,mL,0,2,2,1,,110,2,0,0,0,2,2,0,size-based,110,.9090909090909091,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CULASI,small cup,45,1,mL,0,1,1,1,,100,6,0,0,0,1,1,0,size-based,100,.45,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,lipid/lapad,76.25,1,mL,0,3,3,1,,375,8,0,0,0,1,1,2,size-based,375,.2033333333333333,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,lipid/lapad,132.5,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,lipid/lapad,195,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,long-neck,157.5,1,mL,0,1,1,1,,750,8,0,0,0,1,1,0,size-based,750,.21,,,,,0
ANTIQUE,loaf bread,CULASI,large packs,92.5,1,g,0,1,1,1,,640,5,0,0,0,1,1,0,size-based,640,.14453125,,,,,0
ANTIQUE,loaf bread,CULASI,medium packs,65,1,g,0,1,1,1,,500,3,0,0,0,1,1,0,size-based,500,.13,,,,,0
ANTIQUE,loaf bread,CULASI,medium packs,180,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,loaf bread,CULASI,small packs,50,1,g,0,1,1,1,,355,2,0,0,0,1,1,0,size-based,355,.1408450704225352,,,,,0
ANTIQUE,mango,CULASI,pieces or units,100,1,g,0,1,1,1,,230,17,0,0,0,1,1,0,size-based,230,.4347826086956522,,,,,0
ANTIQUE,mango,CULASI,pieces or units,50,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,"prawns, lobster, shrimp",CULASI,tumpok,100,1,g,0,1,1,1,,260,2,0,0,0,1,1,0,size-based,260,.3846153846153846,,,,,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",CULASI,bilog,45,1,g,0,1,1,1,,250,6,0,2,2,1,1,0,size-based,250,.18,,,,,.3333333333333333
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",CULASI,putos,60,1,g,1,1,2,1,,250,7,0,2,2,1,1,0,size-based,250,.24,,,,,.2857142857142857
ANTIQUE,cabbage,HAMTIC,pieces or units,83.625,1,g,0,2,2,1,,455,13,0,0,0,1,2,0,size-based,455,.1837912087912088,,,,,0
ANTIQUE,cabbage,HAMTIC,pieces or units,120,2,g,0,2,2,1,,815,13,0,0,0,2,2,0,size-based,815,.147239263803681,,,,,0
ANTIQUE,camote,HAMTIC,bilog,25,1,g,0,1,1,1,,137.5,24,4,7,8,1,1,0,size-based,137.5,.1818181818181818,,,,,.3333333333333333
ANTIQUE,camote tops,HAMTIC,bugkos,20,1,g,0,1,1,1,,215,7,0,0,0,1,1,0,size-based,215,.0930232558139535,,,,,0
ANTIQUE,carrot,HAMTIC,pieces or units,45,1,g,0,1,1,1,,175,27,0,3,3,1,1,0,size-based,175,.2571428571428571,,,,,.1111111111111111
ANTIQUE,chicken,HAMTIC,whole (chicken),205,1,g,0,3,3,1,,910,2,0,0,0,1,3,0,size-based,910,.2252747252747253,,,,,0
ANTIQUE,chicken,HAMTIC,whole (chicken),270,2,g,0,3,3,1,,1172.5,2,0,0,0,2,3,0,size-based,1172.5,.2302771855010661,,,,,0
ANTIQUE,chicken,HAMTIC,whole (chicken),300,3,g,0,3,3,1,,1345,1,0,0,0,3,3,0,size-based,1345,.2230483271375465,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",HAMTIC,balde,335,1,g,0,1,1,1,,1400,1,1,0,1,1,1,0,size-based,1400,.2392857142857143,,,,,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",HAMTIC,pack,110,1,g,0,1,1,1,,280,15,0,3,3,1,1,0,size-based,280,.3928571428571428,,,,,.2
ANTIQUE,fresh fish,HAMTIC,pieces or units,180,1,g,0,1,1,1,,685,12,1,7,7,1,1,0,size-based,685,.2627737226277372,,,,,.5833333333333334
ANTIQUE,fresh fish,HAMTIC,pieces or units,50,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,cone,5,,mL,0,,1,1,,105,2,0,0,0,1,,,price-quantity,99.87065776813277,.0500647548713294,province_median,1,2023m12,.9511491216012645,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,cone,5,,mL,0,,1,1,,105,2,0,0,0,1,,,price-quantity,99.87065776813277,.0500647548713294,province_median,1,2024m1,.9511491216012645,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,cone,5,,mL,0,,1,1,,105,2,0,0,0,1,,,price-quantity,99.87065776813277,.0500647548713294,province_median,1,2024m3,.9511491216012645,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,cone,5,,mL,0,,1,1,,105,2,0,0,0,1,,,price-quantity,99.39333827044567,.0503051822889295,province_median,1,2024m11,.9466032216232921,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,pieces or units,28,1,g,0,1,1,1,,80,1,0,0,0,1,1,0,size-based,80,.35,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,pieces or units,28,1,mL,0,1,1,1,,115,1,0,0,0,1,1,0,size-based,115,.2434782608695652,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,putos,45,1,mL,1,1,1,1,,500,5,0,0,0,1,1,0,size-based,500,.09,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,small cup,30,1,mL,0,1,1,1,,100,3,0,0,0,1,1,0,size-based,100,.3,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,small cup,150,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,lipid/lapad,160,2,mL,1,1,3,1,,375,8,0,0,0,1,1,0,size-based,375,.4266666666666667,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,long-neck,165,1,mL,0,3,3,1,,750,9,0,0,0,1,2,1,size-based,750,.22,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,long-neck,348.75,3,mL,0,3,3,1,,1000,2,0,0,0,3,2,1,size-based,1000,.34875,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,long-neck,245,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,loaf bread,HAMTIC,large packs,89.5,1,g,0,3,3,1,,640,4,0,0,0,1,3,0,size-based,640,.13984375,,,,,0
ANTIQUE,loaf bread,HAMTIC,large packs,130,2,g,0,3,3,1,,680,1,0,0,0,2,3,0,size-based,680,.1911764705882353,,,,,0
ANTIQUE,loaf bread,HAMTIC,large packs,185,3,g,0,3,3,1,,720,1,0,0,0,3,3,0,size-based,720,.2569444444444444,,,,,0
ANTIQUE,loaf bread,HAMTIC,medium packs,61.5,1,g,0,2,2,1,,450,3,0,0,0,1,2,0,size-based,450,.1366666666666667,,,,,0
ANTIQUE,loaf bread,HAMTIC,medium packs,127.25,2,g,0,2,2,1,,500,3,0,0,0,2,2,0,size-based,500,.2545,,,,,0
ANTIQUE,loaf bread,HAMTIC,small packs,58.5,1,g,0,2,2,1,,290,1,0,0,0,1,2,0,size-based,290,.2017241379310345,,,,,0
ANTIQUE,loaf bread,HAMTIC,small packs,115,2,g,0,2,2,1,,360,1,0,0,0,2,2,0,size-based,360,.3194444444444444,,,,,0
ANTIQUE,"prawns, lobster, shrimp",HAMTIC,tumpok,100,1,g,1,1,1,1,,632.5,2,1,1,1,1,1,0,size-based,632.5,.158102766798419,,,,,.5
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,bilog,45,1,g,0,1,1,1,,250,4,0,0,0,1,1,0,size-based,250,.18,,,,,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,bilog,80,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,pack,50,,g,0,,1,1,,250,4,0,0,0,1,,,price-quantity,253.5811574987994,.1971755334393752,province_median,1,2023m12,1.014324629995198,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,pack,50,,g,0,,1,1,,250,4,0,0,0,1,,,price-quantity,253.9276010034947,.1969065190330053,province_median,1,2024m1,1.015710404013979,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,pack,50,,g,0,,1,1,,250,4,0,0,0,1,,,price-quantity,240.1485691484837,.2082044468442576,province_median,1,2024m3,.9605942765939347,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,pack,50,,g,0,,1,1,,250,4,0,0,0,1,,,price-quantity,246.0291048009137,.2032279881701797,province_median,1,2024m11,.9841164192036549,0
ANTIQUE,rice,HAMTIC,gantang,,,g,0,,1,1,,2275,3,0,0,0,1,,,conventional,2275,,,,,,0
ANTIQUE,cabbage,LAUA-AN,pieces or units,65,1,g,0,1,1,1,,720,11,0,0,0,1,1,0,size-based,720,.0902777777777778,,,,,0
ANTIQUE,camote tops,LAUA-AN,bugkos,20,1,g,1,1,1,1,,287.5,8,0,1,1,1,1,0,size-based,287.5,.0695652173913043,,,,,.125
ANTIQUE,camote tops,LAUA-AN,bundle,20,1,g,0,1,1,1,,630,1,0,1,1,1,1,0,size-based,630,.0317460317460317,,,,,1
ANTIQUE,carrot,LAUA-AN,pieces or units,28.75,1,g,0,3,3,1,,110,2,0,0,0,1,3,0,size-based,110,.2613636363636364,,,,,0
ANTIQUE,carrot,LAUA-AN,pieces or units,54,2,g,0,3,3,1,,182.5,2,0,0,0,2,3,0,size-based,182.5,.2958904109589041,,,,,0
ANTIQUE,carrot,LAUA-AN,pieces or units,77.5,3,g,0,3,3,1,,250,1,0,1,1,3,3,0,size-based,250,.31,,,,,1
ANTIQUE,chicken,LAUA-AN,whole (chicken),227.5,1,g,0,2,2,1,,1005,3,0,0,0,1,2,0,size-based,1005,.2263681592039801,,,,,0
ANTIQUE,chicken,LAUA-AN,whole (chicken),300,2,g,0,2,2,1,,1075,2,0,0,0,2,2,0,size-based,1075,.2790697674418605,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LAUA-AN,pack,110,1,g,0,1,1,1,,300,7,0,0,0,1,1,0,size-based,300,.3666666666666666,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LAUA-AN,pieces or units,80,1,g,0,1,1,1,,26,7,0,0,0,1,1,0,size-based,26,3.076923076923077,,,,,0
ANTIQUE,fresh fish,LAUA-AN,pieces or units,180,1,g,0,1,1,1,,1047.5,6,2,2,3,1,1,0,size-based,1047.5,.1718377088305489,,,,,.5
ANTIQUE,fresh fish,LAUA-AN,pieces or units,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LAUA-AN,putos,45,1,g,1,1,1,1,,51.5,2,0,0,0,1,1,0,size-based,51.5,.8737864077669902,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LAUA-AN,small cup,10,,g,0,,1,1,,100,3,0,0,0,1,,,price-quantity,95.11491216012645,.1051359852297918,municipality_median,2,2024m2,.9511491216012645,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LAUA-AN,small cup,10,,g,0,,1,1,,100,3,0,0,0,1,,,price-quantity,95.11491216012645,.1051359852297918,municipality_median,2,2024m3,.9511491216012645,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LAUA-AN,small cup,10,,g,0,,1,1,,100,3,0,0,0,1,,,price-quantity,95.80666605617044,.104376870750696,municipality_median,2,2024m5,.9580666605617044,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LAUA-AN,small cup,10,,g,0,,1,1,,100,3,0,0,0,1,,,price-quantity,95.11491216012645,.1051359852297918,municipality_median,2,2024m6,.9511491216012645,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,lipid/lapad,80,1,mL,0,3,3,1,,375,7,0,0,0,1,1,2,size-based,375,.2133333333333333,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,lipid/lapad,182.5,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,lipid/lapad,150,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,long-neck,130,1,mL,0,1,1,1,,750,7,0,0,0,1,1,0,size-based,750,.1733333333333333,,,,,0
ANTIQUE,loaf bread,LAUA-AN,large packs,80,1,g,0,1,1,1,,640,3,0,0,0,1,1,0,size-based,640,.125,,,,,0
ANTIQUE,loaf bread,LAUA-AN,medium packs,65,1,g,0,1,1,1,,450,3,0,0,0,1,1,0,size-based,450,.1444444444444444,,,,,0
ANTIQUE,loaf bread,LAUA-AN,small packs,45,1,g,0,1,1,1,,360,1,0,0,0,1,1,0,size-based,360,.125,,,,,0
ANTIQUE,mango,LAUA-AN,pieces or units,90,1,g,0,1,1,1,,205,1,0,0,0,1,1,0,size-based,205,.4390243902439024,,,,,0
ANTIQUE,mango,LAUA-AN,pieces or units,130,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LAUA-AN,putos,40.375,1,g,1,1,2,1,,200,3,0,0,0,1,1,0,size-based,200,.201875,,,,,0
ANTIQUE,cabbage,LIBERTAD,pieces or units,35,1,g,0,1,1,1,,765,13,0,0,0,1,1,0,size-based,765,.0457516339869281,,,,,0
ANTIQUE,camote,LIBERTAD,bilog,25,1,g,0,1,1,1,,185,8,0,5,5,1,1,0,size-based,185,.1351351351351351,,,,,.625
ANTIQUE,camote tops,LIBERTAD,bugkos,10,,g,0,,1,1,,350,1,0,1,1,1,,,price-quantity,575.6150980507568,.0173727201281962,municipality_median,1,2024m2,1.644614565859305,1
ANTIQUE,camote tops,LIBERTAD,bugkos,10,,g,0,,1,1,,350,1,0,1,1,1,,,price-quantity,574.6973747801247,.0174004622934391,municipality_median,1,2024m3,1.641992499371785,1
ANTIQUE,camote tops,LIBERTAD,bugkos,10,,g,0,,1,1,,350,1,0,1,1,1,,,price-quantity,553.1808097990911,.0180772720652256,municipality_median,1,2024m6,1.580516599425974,1
ANTIQUE,carrot,LIBERTAD,pieces or units,21.5,1,g,0,2,2,1,,117.5,6,0,0,0,1,2,0,size-based,117.5,.1829787234042553,,,,,0
ANTIQUE,carrot,LIBERTAD,pieces or units,53.125,2,g,0,2,2,1,,190,6,1,1,1,2,2,0,size-based,190,.2796052631578947,,,,,.1666666666666667
ANTIQUE,chicken,LIBERTAD,pieces or units,400,1,g,0,1,1,1,,537.5,8,1,7,7,1,1,0,size-based,537.5,.7441860465116279,,,,,.875
ANTIQUE,chicken,LIBERTAD,whole (chicken),200,1,g,0,1,1,1,,1115,9,0,0,0,1,1,0,size-based,1115,.179372197309417,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LIBERTAD,pack,68,1,g,0,1,1,1,,300,3,0,0,0,1,1,0,size-based,300,.2266666666666667,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LIBERTAD,pieces or units,8,,g,0,,1,1,,25,3,0,0,0,1,,,price-quantity,26.87387659279036,.2976868622722714,municipality_median,1,2024m2,1.074955063711614,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LIBERTAD,pieces or units,8,,g,0,,1,1,,25,3,0,0,0,1,,,price-quantity,26.52482850615815,.3016042119986817,municipality_median,1,2024m3,1.060993140246326,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LIBERTAD,pieces or units,8,,g,0,,1,1,,25,3,0,0,0,1,,,price-quantity,26.41133452812226,.3029002563835523,municipality_median,1,2024m6,1.05645338112489,0
ANTIQUE,fresh fish,LIBERTAD,pieces or units,70,1,g,0,1,1,1,,615,7,3,4,5,1,1,0,size-based,615,.1138211382113821,,,,,.7142857142857143
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LIBERTAD,pieces or units,20,1,g,0,1,1,1,,85,2,0,0,0,1,1,0,size-based,85,.2352941176470588,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LIBERTAD,small cup,35,1,g,0,1,1,1,,100,3,0,0,0,1,1,0,size-based,100,.35,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LIBERTAD,lipid/lapad,68.75,1,mL,0,2,2,1,,375,4,0,0,0,1,1,1,size-based,375,.1833333333333333,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LIBERTAD,lipid/lapad,128.5,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LIBERTAD,long-neck,130,1,mL,0,1,1,1,,750,4,0,0,0,1,1,0,size-based,750,.1733333333333333,,,,,0
ANTIQUE,loaf bread,LIBERTAD,large packs,75,1,g,0,1,1,1,,680,1,0,0,0,1,1,0,size-based,680,.1102941176470588,,,,,0
ANTIQUE,loaf bread,LIBERTAD,medium packs,65,1,g,0,1,1,1,,560,2,0,0,0,1,1,0,size-based,560,.1160714285714286,,,,,0
ANTIQUE,loaf bread,LIBERTAD,small packs,50,2,g,1,1,3,1,,400,3,0,0,0,1,1,0,size-based,400,.125,,,,,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LIBERTAD,pieces or units,55,,g,0,,1,1,,65,5,0,1,1,1,,,price-quantity,64.73877832597903,.8495680861176994,unique_mun_price6,1,2024m2,.995981205015062,.2
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LIBERTAD,pieces or units,55,,g,0,,1,1,,65,5,0,1,1,1,,,price-quantity,62.43862797860576,.880864967418013,unique_mun_price6,1,2024m3,.9605942765939347,.2
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LIBERTAD,pieces or units,55,,g,0,,1,1,,65,5,0,1,1,1,,,price-quantity,62.72225450233279,.876881745345337,unique_mun_price6,1,2024m6,.9649577615743505,.2
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LIBERTAD,putos,90,2,g,1,1,3,1,,200,5,0,0,0,1,1,0,size-based,200,.45,,,,,0
ANTIQUE,cabbage,PANDAN,pack,42.5,1,g,1,1,1,1,,270,3,1,2,2,1,1,0,size-based,270,.1574074074074074,,,,,.6666666666666666
ANTIQUE,cabbage,PANDAN,pieces or units,50,1,g,0,1,1,1,,795,13,0,1,1,1,1,0,size-based,795,.0628930817610063,,,,,.0769230769230769
ANTIQUE,camote tops,PANDAN,bugkos,10,,g,0,,1,1,,155,3,0,0,0,1,,,price-quantity,254.9152577081923,.0392287228701204,municipality_median,1,2024m2,1.644614565859305,0
ANTIQUE,camote tops,PANDAN,bugkos,10,,g,0,,1,1,,155,3,0,0,0,1,,,price-quantity,254.5088374026267,.039291366469056,municipality_median,1,2024m3,1.641992499371785,0
ANTIQUE,camote tops,PANDAN,bugkos,10,,g,0,,1,1,,155,3,0,0,0,1,,,price-quantity,244.980072911026,.0408196465988966,municipality_median,1,2024m6,1.580516599425974,0
ANTIQUE,carrot,PANDAN,pieces or units,27.5,1,g,0,1,1,1,,155,13,1,5,5,1,1,0,size-based,155,.1774193548387097,,,,,.3846153846153846
ANTIQUE,chicken,PANDAN,whole (chicken),230,1,g,0,1,1,1,,1297.5,4,0,0,0,1,1,0,size-based,1297.5,.1772639691714836,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,pieces or units,42.5,1,g,0,1,1,1,,30,8,0,0,0,1,1,0,size-based,30,1.416666666666667,,,,,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,putos,94,1,g,0,3,3,1,,240,3,0,1,1,1,3,0,size-based,240,.3916666666666667,,,,,.3333333333333333
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,putos,124,2,g,0,3,3,1,,300,5,0,5,5,2,3,0,size-based,300,.4133333333333333,,,,,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,putos,150,3,g,0,3,3,1,,450,1,1,1,1,3,3,0,size-based,450,.3333333333333333,,,,,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,pieces or units,23.75,1,g,0,2,2,1,,645,1,0,0,0,1,1,1,size-based,645,.0368217054263566,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,pieces or units,61.25,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,putos,45,1,g,1,1,1,1,,52.5,2,0,0,0,1,1,0,size-based,52.5,.8571428571428571,,,,,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,small cup,30,1,g,0,1,1,1,,165,2,0,0,0,1,1,0,size-based,165,.1818181818181818,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,baso,20,1,mL,0,1,1,1,,750,1,0,0,0,1,1,0,size-based,750,.0266666666666667,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,lipid/lapad,80,1,mL,0,1,1,1,,375,6,0,0,0,1,1,0,size-based,375,.2133333333333333,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,long-neck,125.625,1,mL,0,2,2,1,,750,4,0,0,0,1,2,0,size-based,750,.1675,,,,,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,long-neck,195,2,mL,0,2,2,1,,1000,2,0,0,0,2,2,0,size-based,1000,.195,,,,,0
ANTIQUE,loaf bread,PANDAN,small packs,17.5,1,g,0,3,3,1,,400,1,0,0,0,1,1,2,size-based,400,.04375,,,,,0
ANTIQUE,loaf bread,PANDAN,small packs,45,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,loaf bread,PANDAN,small packs,75,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",PANDAN,putos,82.5,2,g,1,1,3,1,,200,5,0,0,0,1,1,0,size-based,200,.4125,,,,,0
ANTIQUE,cabbage,PATNONGON,pieces or units,50,1,g,0,1,1,1,,750,13,0,0,0,1,1,0,size-based,750,.0666666666666667,,,,,0
ANTIQUE,cabbage,PATNONGON,pieces or units,90,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,cabbage,PATNONGON,pieces or units,156,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
ANTIQUE,cabbage,PATNONGON,putos (mix vegetable),20,1,g,1,1,1,1,,225,3,0,2,2,1,1,0,size-based,225,.0888888888888889,,,,,.6666666666666666
ANTIQUE,camote,PATNONGON,bilog,30,1,g,0,1,1,1,,200,14,4,6,8,1,1,0,size-based,200,.15,,,,,.5714285714285714
